DocumentID,DatesDocumentID,timestamp,name,County,Name,data,Surf Height: Size,Surf Height: Direction,Surf Height: Period,Surf Height: Angle,Seconday 1 -> height,Seconday 1 -> letters,Seconday 1 -> period,Seconday 1 -> angle,Primary -> height,Primary -> letters,Primary -> period,Primary -> angle,Seconday 2 -> height,Seconday 2 -> letters,Seconday 2 -> period,Seconday 2 -> angle,Seconday 3 -> height,Seconday 3 -> letters,Seconday 3 -> period,Seconday 3 -> angle,Star Rating,Wave Power,Wind Direction (NSEW),Wind Direction (Angle),Primary Wind Speed,Wind Direction (Human Relation)
Torrance Beach_Burn Out,Wednesday-27-7AM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Torrance Beach_Burn Out,"['Wednesday', 'November', 27, 2024, '7AM']",0.4,WSW,6.0,76.0,0.4,W,7,90.0,0.4,WSW,6,76.0,0.3,SSW,12.0,18.0,-0.5,S,19.0,11.0,0.0,27,WSW,67.0,5.0,on
Venice Pier,Tuesday-26-10PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Venice Pier,"['Tuesday', 'November', 26, 2024, '10PM']",0.5,S,20.0,11.0,0.4,WSW,7,76.0,0.5,S,20,11.0,0.3,SSW,12.0,18.0,,,,,1.0,194,SW,46.0,5.0,glass
Venice Pier,Tuesday-26-1PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Venice Pier,"['Tuesday', 'November', 26, 2024, '1PM']",0.5,W,8.0,79.0,0.4,S,21,-0.0,0.5,W,8,79.0,0.2,SSW,12.0,27.0,,,,,0.0,142,SW,39.0,5.0,on
Venice Pier,Tuesday-26-4PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Venice Pier,"['Tuesday', 'November', 26, 2024, '4PM']",0.4,WSW,7.0,76.0,0.3,S,21,-0.0,0.4,WSW,7,76.0,0.2,SSW,12.0,27.0,,,,,0.0,79,SW,54.0,10.0,on
Venice Pier,Tuesday-26-7PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Venice Pier,"['Tuesday', 'November', 26, 2024, '7PM']",0.4,WSW,7.0,76.0,0.4,S,20,-0.0,0.4,WSW,7,76.0,0.2,SSW,12.0,27.0,,,,,0.0,122,SW,35.0,5.0,on
Venice Pier,Wednesday-27-10AM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Venice Pier,"['Wednesday', 'November', 27, 2024, '10AM']",0.6,S,18.0,9.0,0.4,WSW,6,76.0,0.6,S,18,9.0,0.2,SSW,12.0,27.0,,,,,2.0,232,SW,56.0,5.0,glass
Venice Pier,Wednesday-27-1AM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Venice Pier,"['Wednesday', 'November', 27, 2024, '1AM']",0.6,S,19.0,9.0,0.4,WSW,7,76.0,0.6,S,19,9.0,0.3,SSW,12.0,18.0,,,,,1.0,273,WSW,72.0,5.0,on
Venice Pier,Wednesday-27-4AM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Venice Pier,"['Wednesday', 'November', 27, 2024, '4AM']",0.6,S,19.0,9.0,0.4,WSW,7,76.0,0.6,S,19,9.0,0.3,SSW,12.0,18.0,0.1,W,14.0,90.0,1.0,273,WSW,64.0,10.0,on
Venice Pier,Wednesday-27-7AM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Venice Pier,"['Wednesday', 'November', 27, 2024, '7AM']",0.5,S,19.0,11.0,0.4,WSW,6,76.0,0.5,S,19,11.0,0.4,W,7.0,90.0,0.3,SSW,12.0,18.0,1.0,188,SW,53.0,5.0,glass
Westward Beach_Point Dume,Tuesday-26-10PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Westward Beach_Point Dume,"['Tuesday', 'November', 26, 2024, '10PM']",0.7,S,20.0,8.0,0.4,SSW,12,14.0,0.7,S,20,8.0,0.3,WSW,7.0,72.0,,,,,2.0,373,W,92.0,5.0,glass
Westward Beach_Point Dume,Tuesday-26-1PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Westward Beach_Point Dume,"['Tuesday', 'November', 26, 2024, '1PM']",0.5,S,21.0,11.0,0.4,WSW,7,76.0,0.5,S,21,11.0,0.3,SSW,12.0,18.0,,,,,2.0,233,SSW,15.0,5.0,glass
Westward Beach_Point Dume,Tuesday-26-4PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Westward Beach_Point Dume,"['Tuesday', 'November', 26, 2024, '4PM']",0.5,S,21.0,-0.0,0.3,WSW,7,72.0,0.5,S,21,-0.0,0.3,SSW,12.0,18.0,,,,,2.0,220,SSW,28.0,5.0,glass
Westward Beach_Point Dume,Tuesday-26-7PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Westward Beach_Point Dume,"['Tuesday', 'November', 26, 2024, '7PM']",0.5,S,20.0,11.0,0.3,WSW,7,72.0,0.5,S,20,11.0,0.3,SSW,12.0,18.0,,,,,1.0,198,SW,47.0,5.0,glass
Westward Beach_Point Dume,Wednesday-27-10AM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Westward Beach_Point Dume,"['Wednesday', 'November', 27, 2024, '10AM']",0.7,S,18.0,8.0,0.3,WSW,4,72.0,0.7,S,18,8.0,0.3,SSW,12.0,18.0,,,,,1.0,318,WNW,106.0,5.0,cross-on
Westward Beach_Point Dume,Wednesday-27-1AM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Westward Beach_Point Dume,"['Wednesday', 'November', 27, 2024, '1AM']",0.9,S,20.0,6.0,0.5,SW,12,37.0,0.9,S,20,6.0,0.5,W,7.0,79.0,0.2,WNW,15.0,117.0,3.0,611,WNW,104.0,5.0,glass
Westward Beach_Point Dume,Wednesday-27-4AM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Westward Beach_Point Dume,"['Wednesday', 'November', 27, 2024, '4AM']",0.8,S,19.0,7.0,0.5,SW,12,37.0,0.8,S,19,7.0,0.5,W,6.0,79.0,0.2,WNW,14.0,117.0,1.0,480,WNW,107.0,10.0,cross-on
Westward Beach_Point Dume,Wednesday-27-7AM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Westward Beach_Point Dume,"['Wednesday', 'November', 27, 2024, '7AM']",0.7,S,19.0,8.0,0.5,W,6,79.0,0.7,S,19,8.0,0.3,SSW,12.0,18.0,0.3,WSW,6.0,72.0,2.0,361,WNW,105.0,5.0,glass
Zuma Beach,Tuesday-26-10PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Zuma Beach,"['Tuesday', 'November', 26, 2024, '10PM']",0.7,S,20.0,8.0,0.4,SSW,12,14.0,0.7,S,20,8.0,0.3,WSW,7.0,72.0,,,,,2.0,373,W,92.0,5.0,glass
Zuma Beach,Tuesday-26-1PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Zuma Beach,"['Tuesday', 'November', 26, 2024, '1PM']",0.5,S,21.0,11.0,0.4,WSW,7,76.0,0.5,S,21,11.0,0.3,SSW,12.0,18.0,,,,,2.0,233,SSW,15.0,5.0,glass
Zuma Beach,Tuesday-26-4PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Zuma Beach,"['Tuesday', 'November', 26, 2024, '4PM']",0.5,S,21.0,-0.0,0.3,WSW,7,72.0,0.5,S,21,-0.0,0.3,SSW,12.0,18.0,,,,,2.0,220,SSW,28.0,5.0,glass
Zuma Beach,Tuesday-26-7PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Zuma Beach,"['Tuesday', 'November', 26, 2024, '7PM']",0.5,S,20.0,11.0,0.3,WSW,7,72.0,0.5,S,20,11.0,0.3,SSW,12.0,18.0,,,,,1.0,198,SW,47.0,5.0,glass
Zuma Beach,Wednesday-27-10AM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Zuma Beach,"['Wednesday', 'November', 27, 2024, '10AM']",0.7,S,18.0,8.0,0.3,WSW,4,72.0,0.7,S,18,8.0,0.3,SSW,12.0,18.0,,,,,1.0,318,WNW,106.0,5.0,cross-on
Zuma Beach,Wednesday-27-1AM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Zuma Beach,"['Wednesday', 'November', 27, 2024, '1AM']",0.9,S,20.0,6.0,0.5,SW,12,37.0,0.9,S,20,6.0,0.5,W,7.0,79.0,0.2,WNW,15.0,117.0,3.0,611,WNW,104.0,5.0,glass
Zuma Beach,Wednesday-27-4AM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Zuma Beach,"['Wednesday', 'November', 27, 2024, '4AM']",0.8,S,19.0,7.0,0.5,SW,12,37.0,0.8,S,19,7.0,0.5,W,6.0,79.0,0.2,WNW,14.0,117.0,1.0,480,WNW,107.0,10.0,cross-on
Zuma Beach,Wednesday-27-7AM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Zuma Beach,"['Wednesday', 'November', 27, 2024, '7AM']",0.7,S,19.0,8.0,0.5,W,6,79.0,0.7,S,19,8.0,0.3,SSW,12.0,18.0,0.3,WSW,6.0,72.0,2.0,361,WNW,105.0,5.0,glass
Bolinas Jetty,Tuesday-26-10PM,26 November 2024: 7:10PM,Marin County,Marin County,Bolinas Jetty,"['Tuesday', 'November', 26, 2024, '10PM']",0.8,WNW,8.0,113.0,0.4,W,13,90.0,0.8,WNW,8,113.0,0.4,SW,6.0,34.0,,,,,0.0,76,NNE,192.0,10.0,off
Bolinas Jetty,Tuesday-26-1PM,26 November 2024: 7:10PM,Marin County,Marin County,Bolinas Jetty,"['Tuesday', 'November', 26, 2024, '1PM']",0.6,WNW,10.0,121.0,0.6,SSW,6,18.0,0.6,WNW,10,121.0,0.6,W,7.0,90.0,,,,,0.0,61,WNW,113.0,10.0,cross-off
Bolinas Jetty,Tuesday-26-4PM,26 November 2024: 7:10PM,Marin County,Marin County,Bolinas Jetty,"['Tuesday', 'November', 26, 2024, '4PM']",0.8,WNW,9.0,113.0,0.5,SSW,6,22.0,0.8,WNW,9,113.0,0.4,SSW,21.0,27.0,,,,,1.0,180,NW,131.0,10.0,cross-off
Bolinas Jetty,Tuesday-26-7PM,26 November 2024: 7:10PM,Marin County,Marin County,Bolinas Jetty,"['Tuesday', 'November', 26, 2024, '7PM']",0.8,WNW,9.0,113.0,0.4,SSW,6,27.0,0.8,WNW,9,113.0,0.4,SSW,21.0,27.0,,,,,1.0,180,NNW,161.0,10.0,off
Bolinas Jetty,Wednesday-27-10AM,26 November 2024: 7:10PM,Marin County,Marin County,Bolinas Jetty,"['Wednesday', 'November', 27, 2024, '10AM']",0.7,SSW,19.0,27.0,0.4,W,12,90.0,0.7,SSW,19,27.0,-0.6,NW,8.0,129.0,,,,,2.0,332,NE,219.0,5.0,cross-off
Bolinas Jetty,Wednesday-27-1AM,26 November 2024: 7:10PM,Marin County,Marin County,Bolinas Jetty,"['Wednesday', 'November', 27, 2024, '1AM']",0.7,WNW,8.0,117.0,0.4,W,13,90.0,0.7,WNW,8,117.0,0.4,SW,20.0,34.0,,,,,1.0,100,NNE,200.0,10.0,off
Bolinas Jetty,Wednesday-27-4AM,26 November 2024: 7:10PM,Marin County,Marin County,Bolinas Jetty,"['Wednesday', 'November', 27, 2024, '4AM']",0.5,SSW,20.0,22.0,0.4,W,13,90.0,0.5,SSW,20,22.0,-0.7,NW,8.0,124.0,,,,,1.0,216,NNE,211.0,10.0,cross-off
Bolinas Jetty,Wednesday-27-7AM,26 November 2024: 7:10PM,Marin County,Marin County,Bolinas Jetty,"['Wednesday', 'November', 27, 2024, '7AM']",0.7,SSW,20.0,27.0,0.4,W,12,90.0,0.7,SSW,20,27.0,-0.5,NE,3.0,217.0,-0.7,NW,8.0,135.0,2.0,336,NNE,208.0,10.0,cross-off
Dillon Beach,Tuesday-26-10PM,26 November 2024: 7:10PM,Marin County,Marin County,Dillon Beach,"['Tuesday', 'November', 26, 2024, '10PM']",0.9,WNW,8.0,117.0,0.5,WNW,13,112.0,0.9,WNW,8,117.0,0.4,SSW,6.0,14.0,,,,,1.0,103,ENE,241.0,10.0,cross-off
Dillon Beach,Tuesday-26-1PM,26 November 2024: 7:10PM,Marin County,Marin County,Dillon Beach,"['Tuesday', 'November', 26, 2024, '1PM']",1.0,WNW,9.0,114.0,0.6,S,6,9.0,1.0,WNW,9,114.0,0.4,WNW,14.0,104.0,,,,,0.0,154,WNW,108.0,10.0,on
Dillon Beach,Tuesday-26-4PM,26 November 2024: 7:10PM,Marin County,Marin County,Dillon Beach,"['Tuesday', 'November', 26, 2024, '4PM']",0.9,WNW,9.0,117.0,0.5,S,6,11.0,0.9,WNW,9,117.0,0.4,WNW,14.0,104.0,,,,,0.0,121,WNW,110.0,15.0,on
Dillon Beach,Tuesday-26-7PM,26 November 2024: 7:10PM,Marin County,Marin County,Dillon Beach,"['Tuesday', 'November', 26, 2024, '7PM']",0.9,WNW,8.0,117.0,0.5,W,13,101.0,0.9,WNW,8,117.0,0.5,S,6.0,11.0,0.4,NW,3.0,146.0,0.0,108,NNW,152.0,10.0,cross-on
Dillon Beach,Wednesday-27-10AM,26 November 2024: 7:10PM,Marin County,Marin County,Dillon Beach,"['Wednesday', 'November', 27, 2024, '10AM']",0.7,SSW,19.0,16.0,0.7,NW,8,124.0,0.7,SSW,19,16.0,0.5,WNW,12.0,112.0,,,,,2.0,391,NNE,200.0,5.0,glass
Dillon Beach,Wednesday-27-1AM,26 November 2024: 7:10PM,Marin County,Marin County,Dillon Beach,"['Wednesday', 'November', 27, 2024, '1AM']",0.8,WNW,8.0,120.0,0.5,WNW,13,112.0,0.8,WNW,8,120.0,0.4,SSW,20.0,14.0,,,,,1.0,139,NNE,212.0,10.0,cross-off
Dillon Beach,Wednesday-27-4AM,26 November 2024: 7:10PM,Marin County,Marin County,Dillon Beach,"['Wednesday', 'November', 27, 2024, '4AM']",0.8,WNW,8.0,120.0,0.5,SSW,20,22.0,0.8,WNW,8,120.0,0.5,W,12.0,101.0,,,,,2.0,216,NE,216.0,10.0,cross-off
Dillon Beach,Wednesday-27-7AM,26 November 2024: 7:10PM,Marin County,Marin County,Dillon Beach,"['Wednesday', 'November', 27, 2024, '7AM']",0.8,WNW,8.0,120.0,0.7,SSW,20,16.0,0.8,WNW,8,120.0,0.5,WNW,12.0,112.0,,,,,2.0,395,NE,221.0,10.0,cross-off
Drakes Bay,Tuesday-26-10PM,26 November 2024: 7:10PM,Marin County,Marin County,Drakes Bay,"['Tuesday', 'November', 26, 2024, '10PM']",0.4,SSW,6.0,27.0,-0.4,W,13,90.0,0.4,SSW,6,27.0,-0.8,WNW,8.0,113.0,,,,,0.0,14,NE,215.0,10.0,cross-off
Drakes Bay,Tuesday-26-1PM,26 November 2024: 7:10PM,Marin County,Marin County,Drakes Bay,"['Tuesday', 'November', 26, 2024, '1PM']",0.6,SSW,6.0,18.0,-0.6,NW,9,129.0,0.6,SSW,6,18.0,-0.6,W,6.0,90.0,,,,,0.0,30,NW,127.0,10.0,cross-off
Drakes Bay,Tuesday-26-4PM,26 November 2024: 7:10PM,Marin County,Marin County,Drakes Bay,"['Tuesday', 'November', 26, 2024, '4PM']",0.5,SSW,6.0,22.0,0.4,SSW,21,27.0,0.5,SSW,6,22.0,-0.9,WNW,9.0,111.0,,,,,1.0,180,NW,136.0,15.0,cross-off
Drakes Bay,Tuesday-26-7PM,26 November 2024: 7:10PM,Marin County,Marin County,Drakes Bay,"['Tuesday', 'November', 26, 2024, '7PM']",0.4,SSW,6.0,27.0,0.4,SSW,21,27.0,0.4,SSW,6,27.0,-0.8,WNW,8.0,120.0,,,,,1.0,180,NNW,157.0,20.0,cross-off
Drakes Bay,Wednesday-27-10AM,26 November 2024: 7:10PM,Marin County,Marin County,Drakes Bay,"['Wednesday', 'November', 27, 2024, '10AM']",0.8,SSW,19.0,23.0,-0.4,WNW,12,104.0,0.8,SSW,19,23.0,-0.7,WNW,8.0,117.0,,,,,2.0,428,N,190.0,5.0,off
Drakes Bay,Wednesday-27-1AM,26 November 2024: 7:10PM,Marin County,Marin County,Drakes Bay,"['Wednesday', 'November', 27, 2024, '1AM']",0.4,SSW,20.0,14.0,-0.5,W,13,90.0,0.4,SSW,20,14.0,-0.8,WNW,8.0,113.0,,,,,1.0,133,NNE,201.0,10.0,off
Drakes Bay,Wednesday-27-4AM,26 November 2024: 7:10PM,Marin County,Marin County,Drakes Bay,"['Wednesday', 'November', 27, 2024, '4AM']",0.5,SSW,20.0,22.0,-0.5,W,13,101.0,0.5,SSW,20,22.0,-0.7,WNW,8.0,117.0,,,,,2.0,216,NNE,208.0,15.0,cross-off
Drakes Bay,Wednesday-27-7AM,26 November 2024: 7:10PM,Marin County,Marin County,Drakes Bay,"['Wednesday', 'November', 27, 2024, '7AM']",0.8,SSW,20.0,23.0,-0.5,W,12,101.0,0.8,SSW,20,23.0,-0.7,WNW,8.0,117.0,,,,,2.0,432,NNE,208.0,15.0,cross-off
Fort Cronkite Rodeo Beach,Tuesday-26-10PM,26 November 2024: 7:10PM,Marin County,Marin County,Fort Cronkite Rodeo Beach,"['Tuesday', 'November', 26, 2024, '10PM']",0.8,WNW,8.0,113.0,0.4,W,13,90.0,0.8,WNW,8,113.0,0.4,SW,6.0,34.0,,,,,0.0,76,N,181.0,10.0,cross-off
Fort Cronkite Rodeo Beach,Tuesday-26-1PM,26 November 2024: 7:10PM,Marin County,Marin County,Fort Cronkite Rodeo Beach,"['Tuesday', 'November', 26, 2024, '1PM']",0.6,WNW,10.0,121.0,0.6,SSW,6,18.0,0.6,WNW,10,121.0,0.6,W,7.0,90.0,,,,,0.0,61,WSW,75.0,10.0,cross-on
Fort Cronkite Rodeo Beach,Tuesday-26-4PM,26 November 2024: 7:10PM,Marin County,Marin County,Fort Cronkite Rodeo Beach,"['Tuesday', 'November', 26, 2024, '4PM']",0.8,WNW,9.0,113.0,0.5,SSW,6,22.0,0.8,WNW,9,113.0,0.4,SSW,21.0,27.0,,,,,0.0,180,WNW,117.0,10.0,cross
Fort Cronkite Rodeo Beach,Tuesday-26-7PM,26 November 2024: 7:10PM,Marin County,Marin County,Fort Cronkite Rodeo Beach,"['Tuesday', 'November', 26, 2024, '7PM']",0.8,WNW,9.0,113.0,0.4,SSW,6,27.0,0.8,WNW,9,113.0,0.4,SSW,21.0,27.0,,,,,1.0,180,NNW,154.0,10.0,cross-off
Fort Cronkite Rodeo Beach,Wednesday-27-10AM,26 November 2024: 7:10PM,Marin County,Marin County,Fort Cronkite Rodeo Beach,"['Wednesday', 'November', 27, 2024, '10AM']",0.7,SSW,19.0,27.0,0.6,NW,8,129.0,0.7,SSW,19,27.0,0.4,W,12.0,90.0,,,,,1.0,332,NE,216.0,10.0,off
Fort Cronkite Rodeo Beach,Wednesday-27-1AM,26 November 2024: 7:10PM,Marin County,Marin County,Fort Cronkite Rodeo Beach,"['Wednesday', 'November', 27, 2024, '1AM']",0.7,WNW,8.0,117.0,0.4,W,13,90.0,0.7,WNW,8,117.0,0.4,SW,20.0,34.0,,,,,0.0,100,NNE,194.0,10.0,cross-off
Fort Cronkite Rodeo Beach,Wednesday-27-4AM,26 November 2024: 7:10PM,Marin County,Marin County,Fort Cronkite Rodeo Beach,"['Wednesday', 'November', 27, 2024, '4AM']",0.7,NW,8.0,124.0,0.5,SSW,20,22.0,0.7,NW,8,124.0,0.4,W,13.0,90.0,,,,,1.0,216,NNE,208.0,15.0,off
Fort Cronkite Rodeo Beach,Wednesday-27-7AM,26 November 2024: 7:10PM,Marin County,Marin County,Fort Cronkite Rodeo Beach,"['Wednesday', 'November', 27, 2024, '7AM']",0.7,NW,8.0,135.0,0.7,SSW,20,27.0,0.7,NW,8,135.0,0.4,W,12.0,90.0,-0.5,NE,3.0,217.0,1.0,336,NNE,204.0,15.0,off
Point Reyes Beach,Tuesday-26-10PM,26 November 2024: 7:10PM,Marin County,Marin County,Point Reyes Beach,"['Tuesday', 'November', 26, 2024, '10PM']",0.8,WNW,8.0,113.0,0.4,W,13,90.0,0.8,WNW,8,113.0,0.4,SSW,6.0,27.0,,,,,0.0,76,NE,218.0,10.0,cross
Point Reyes Beach,Tuesday-26-1PM,26 November 2024: 7:10PM,Marin County,Marin County,Point Reyes Beach,"['Tuesday', 'November', 26, 2024, '1PM']",0.6,NW,9.0,129.0,0.6,SSW,6,18.0,0.6,NW,9,129.0,0.6,W,6.0,90.0,,,,,0.0,68,NW,126.0,10.0,on
Point Reyes Beach,Tuesday-26-4PM,26 November 2024: 7:10PM,Marin County,Marin County,Point Reyes Beach,"['Tuesday', 'November', 26, 2024, '4PM']",0.9,WNW,9.0,111.0,0.5,SSW,6,22.0,0.9,WNW,9,111.0,0.4,SSW,21.0,27.0,,,,,0.0,180,NW,134.0,15.0,on
Point Reyes Beach,Tuesday-26-7PM,26 November 2024: 7:10PM,Marin County,Marin County,Point Reyes Beach,"['Tuesday', 'November', 26, 2024, '7PM']",0.8,WNW,8.0,120.0,0.4,SSW,6,27.0,0.8,WNW,8,120.0,0.4,SSW,21.0,27.0,,,,,0.0,180,NNW,156.0,20.0,on
Point Reyes Beach,Wednesday-27-10AM,26 November 2024: 7:10PM,Marin County,Marin County,Point Reyes Beach,"['Wednesday', 'November', 27, 2024, '10AM']",0.8,SSW,19.0,23.0,0.7,WNW,8,117.0,0.8,SSW,19,23.0,0.4,WNW,12.0,104.0,,,,,1.0,428,N,190.0,5.0,cross-on
Point Reyes Beach,Wednesday-27-1AM,26 November 2024: 7:10PM,Marin County,Marin County,Point Reyes Beach,"['Wednesday', 'November', 27, 2024, '1AM']",0.8,WNW,8.0,113.0,0.5,W,13,90.0,0.8,WNW,8,113.0,0.4,SSW,20.0,14.0,,,,,0.0,133,NNE,203.0,10.0,cross
Point Reyes Beach,Wednesday-27-4AM,26 November 2024: 7:10PM,Marin County,Marin County,Point Reyes Beach,"['Wednesday', 'November', 27, 2024, '4AM']",0.7,WNW,8.0,117.0,0.5,SSW,20,22.0,0.7,WNW,8,117.0,0.5,W,13.0,101.0,,,,,1.0,216,NNE,209.0,15.0,cross
Point Reyes Beach,Wednesday-27-7AM,26 November 2024: 7:10PM,Marin County,Marin County,Point Reyes Beach,"['Wednesday', 'November', 27, 2024, '7AM']",0.8,SSW,20.0,23.0,0.7,WNW,8,117.0,0.8,SSW,20,23.0,0.5,W,12.0,101.0,,,,,1.0,432,NNE,209.0,15.0,cross
Shark Pit,Tuesday-26-10PM,26 November 2024: 7:10PM,Marin County,Marin County,Shark Pit,"['Tuesday', 'November', 26, 2024, '10PM']",0.9,WNW,8.0,117.0,0.5,WNW,13,112.0,0.9,WNW,8,117.0,0.4,SSW,6.0,14.0,,,,,1.0,103,ENE,240.0,10.0,cross-off
Shark Pit,Tuesday-26-1PM,26 November 2024: 7:10PM,Marin County,Marin County,Shark Pit,"['Tuesday', 'November', 26, 2024, '1PM']",1.0,WNW,9.0,114.0,0.6,S,6,9.0,1.0,WNW,9,114.0,0.4,WNW,14.0,104.0,,,,,0.0,154,WNW,108.0,10.0,on
Shark Pit,Tuesday-26-4PM,26 November 2024: 7:10PM,Marin County,Marin County,Shark Pit,"['Tuesday', 'November', 26, 2024, '4PM']",0.9,WNW,9.0,117.0,0.5,S,6,11.0,0.9,WNW,9,117.0,0.4,WNW,14.0,104.0,,,,,0.0,121,WNW,111.0,15.0,on
Shark Pit,Tuesday-26-7PM,26 November 2024: 7:10PM,Marin County,Marin County,Shark Pit,"['Tuesday', 'November', 26, 2024, '7PM']",0.9,WNW,8.0,117.0,0.5,W,13,101.0,0.9,WNW,8,117.0,0.5,S,6.0,11.0,0.4,NW,3.0,146.0,0.0,108,NNW,153.0,10.0,cross-on
Shark Pit,Wednesday-27-10AM,26 November 2024: 7:10PM,Marin County,Marin County,Shark Pit,"['Wednesday', 'November', 27, 2024, '10AM']",0.7,SSW,19.0,16.0,0.7,NW,8,124.0,0.7,SSW,19,16.0,0.5,WNW,12.0,112.0,,,,,2.0,391,NNE,200.0,5.0,glass
Shark Pit,Wednesday-27-1AM,26 November 2024: 7:10PM,Marin County,Marin County,Shark Pit,"['Wednesday', 'November', 27, 2024, '1AM']",0.8,WNW,8.0,120.0,0.5,WNW,13,112.0,0.8,WNW,8,120.0,0.4,SSW,20.0,14.0,,,,,0.0,139,NNE,212.0,10.0,cross
Shark Pit,Wednesday-27-4AM,26 November 2024: 7:10PM,Marin County,Marin County,Shark Pit,"['Wednesday', 'November', 27, 2024, '4AM']",0.8,WNW,8.0,120.0,0.5,SSW,20,22.0,0.8,WNW,8,120.0,0.5,W,12.0,101.0,,,,,2.0,216,NE,216.0,10.0,cross-off
Shark Pit,Wednesday-27-7AM,26 November 2024: 7:10PM,Marin County,Marin County,Shark Pit,"['Wednesday', 'November', 27, 2024, '7AM']",0.8,WNW,8.0,120.0,0.7,SSW,20,16.0,0.8,WNW,8,120.0,0.5,WNW,12.0,112.0,,,,,2.0,395,NE,221.0,10.0,cross-off
Stinson Beach,Tuesday-26-10PM,26 November 2024: 7:10PM,Marin County,Marin County,Stinson Beach,"['Tuesday', 'November', 26, 2024, '10PM']",0.8,WNW,8.0,113.0,0.4,W,13,90.0,0.8,WNW,8,113.0,0.4,SW,6.0,34.0,,,,,1.0,76,NNE,192.0,10.0,cross-off
Stinson Beach,Tuesday-26-1PM,26 November 2024: 7:10PM,Marin County,Marin County,Stinson Beach,"['Tuesday', 'November', 26, 2024, '1PM']",0.6,WNW,10.0,121.0,0.6,SSW,6,18.0,0.6,WNW,10,121.0,0.6,W,7.0,90.0,,,,,0.0,61,WNW,113.0,10.0,cross-on
Stinson Beach,Tuesday-26-4PM,26 November 2024: 7:10PM,Marin County,Marin County,Stinson Beach,"['Tuesday', 'November', 26, 2024, '4PM']",0.8,WNW,9.0,113.0,0.5,SSW,6,22.0,0.8,WNW,9,113.0,0.4,SSW,21.0,27.0,,,,,0.0,180,NW,131.0,10.0,cross
Stinson Beach,Tuesday-26-7PM,26 November 2024: 7:10PM,Marin County,Marin County,Stinson Beach,"['Tuesday', 'November', 26, 2024, '7PM']",0.8,WNW,9.0,113.0,0.4,SSW,6,27.0,0.8,WNW,9,113.0,0.4,SSW,21.0,27.0,,,,,1.0,180,NNW,161.0,10.0,cross-off
Stinson Beach,Wednesday-27-10AM,26 November 2024: 7:10PM,Marin County,Marin County,Stinson Beach,"['Wednesday', 'November', 27, 2024, '10AM']",0.7,SSW,19.0,27.0,0.6,NW,8,129.0,0.7,SSW,19,27.0,0.4,W,12.0,90.0,,,,,2.0,332,NE,219.0,5.0,off
Stinson Beach,Wednesday-27-1AM,26 November 2024: 7:10PM,Marin County,Marin County,Stinson Beach,"['Wednesday', 'November', 27, 2024, '1AM']",0.7,WNW,8.0,117.0,0.4,W,13,90.0,0.7,WNW,8,117.0,0.4,SW,20.0,34.0,,,,,1.0,100,NNE,200.0,10.0,cross-off
Stinson Beach,Wednesday-27-4AM,26 November 2024: 7:10PM,Marin County,Marin County,Stinson Beach,"['Wednesday', 'November', 27, 2024, '4AM']",0.7,NW,8.0,124.0,0.5,SSW,20,22.0,0.7,NW,8,124.0,0.4,W,13.0,90.0,,,,,1.0,216,NNE,211.0,10.0,off
Stinson Beach,Wednesday-27-7AM,26 November 2024: 7:10PM,Marin County,Marin County,Stinson Beach,"['Wednesday', 'November', 27, 2024, '7AM']",0.7,NW,8.0,135.0,0.7,SSW,20,27.0,0.7,NW,8,135.0,0.4,W,12.0,90.0,-0.5,NE,3.0,217.0,2.0,336,NNE,208.0,10.0,off
Big River,Tuesday-26-10PM,26 November 2024: 7:10PM,Mendocino County,Mendocino County,Big River,"['Tuesday', 'November', 26, 2024, '10PM']",1.0,WNW,8.0,114.0,0.5,NW,9,143.0,1.0,WNW,8,114.0,0.5,WNW,13.0,112.0,,,,,1.0,116,ENE,239.0,10.0,off
