Brand,Model,Length,Width,Thickness,Volume,Image URL
cj-nelson-designs-surfboards,CJ Nelson Designs Sprout 2.0,10’0” , 23.75” , 3.31” ,84.6,https://cdn.shopify.com/s/files/1/2062/5873/files/CJNelson_Sprout2.0.webp?v=1718809716
cj-nelson-designs-surfboards,CJ Nelson Designs Sprout 2.0,9’3” , 23.25” , 3.06” ,71.5,https://cdn.shopify.com/s/files/1/2062/5873/files/CJNelson_Sprout2.0.webp?v=1718809716
cj-nelson-designs-surfboards,CJ Nelson Designs Subrosa,"6'7"" "," 21.625"" "," 2.563"" ",45L,https://cdn.shopify.com/s/files/1/2062/5873/files/Subrosa_Cutout.png?v=1711374852
cj-nelson-designs-surfboards,CJ Nelson Designs Subrosa,"6'11"" "," 22.5"" "," 2.75"" ",49.8,https://cdn.shopify.com/s/files/1/2062/5873/files/Subrosa_Cutout.png?v=1711374852
cj-nelson-designs-surfboards,CJ Nelson Designs Subrosa,"6'4"" "," 21.75"" "," 2.25"" ",41.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Subrosa_Cutout.png?v=1711374852
fcd-surfboards,FCD F-Rocket,7’0” , 20.24” , 2.89” ,44.6,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-F-Rocket.jpg?v=1675783439
fcd-surfboards,FCD F-Rocket,7’6” , 20.66” , 2.99” ,50.4,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-F-Rocket.jpg?v=1675783439
fcd-surfboards,FCD F-Rocket,6’10” , 20.11” , 2.85” ,42.7,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-F-Rocket.jpg?v=1675783439
fcd-surfboards,FCD F-Rocket,5’6” , 18.75” , 2.36” ,26.8,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-F-Rocket.jpg?v=1675783439
fcd-surfboards,FCD F-Rocket,6’8” , 19.97” , 2.82” ,40.9,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-F-Rocket.jpg?v=1675783439
fcd-surfboards,FCD F-Rocket,6’0” , 19.42” , 2.69” ,34.1,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-F-Rocket.jpg?v=1675783439
fcd-surfboards,FCD F-Rocket,5’10” , 19.25” , 2.50” ,30.8,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-F-Rocket.jpg?v=1675783439
fcd-surfboards,FCD F-Rocket,5’8” , 19.00” , 2.43” ,28.8,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-F-Rocket.jpg?v=1675783439
fcd-surfboards,FCD F-Rocket,6’6” , 19.83” , 2.79” ,39.1,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-F-Rocket.jpg?v=1675783439
fcd-surfboards,FCD F-Rocket,7’10” , 20.93” , 3.05” ,54.6,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-F-Rocket.jpg?v=1675783439
fcd-surfboards,FCD F-Rocket,7’8” , 20.80” , 3.02” ,52.5,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-F-Rocket.jpg?v=1675783439
fcd-surfboards,FCD F-Rocket,7’2” , 20.38” , 2.92” ,46.5,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-F-Rocket.jpg?v=1675783439
fcd-surfboards,FCD F-Rocket,7’4” , 20.52” , 2.95” ,48.4,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-F-Rocket.jpg?v=1675783439
fcd-surfboards,FCD F-Rocket,6’4” , 19.69” , 2.75” ,37.4,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-F-Rocket.jpg?v=1675783439
fcd-surfboards,FCD Fish," 5'10"" "," 20.68"" "," 2.5"" ",35.9,https://cdn.shopify.com/s/files/1/2062/5873/files/FCDcutouts_0002_Layer-Fish.png?6262398242906918321
fcd-surfboards,FCD Fish," 6'2"" "," 21.8"" "," 2.75"" ",42.7,https://cdn.shopify.com/s/files/1/2062/5873/files/FCDcutouts_0002_Layer-Fish.png?6262398242906918321
fcd-surfboards,FCD Fish,"5'7"" "," 20"" "," 2.37"" ",31.2,https://cdn.shopify.com/s/files/1/2062/5873/files/FCDcutouts_0002_Layer-Fish.png?6262398242906918321
fcd-surfboards,FCD Fish," 6'0"" "," 21.18"" "," 2.56"" ",38.4,https://cdn.shopify.com/s/files/1/2062/5873/files/FCDcutouts_0002_Layer-Fish.png?6262398242906918321
fcd-surfboards,FCD Fish," 6'4"" "," 22.54"" "," 2.75"" ",45.1,https://cdn.shopify.com/s/files/1/2062/5873/files/FCDcutouts_0002_Layer-Fish.png?6262398242906918321
fcd-surfboards,FCD Huevo Ranchero,"7'0"" "," 21.08"" "," 2.68"" ",42.7,https://cdn.shopify.com/s/files/1/2062/5873/files/FCDcutouts_0001_Layer-Huevo-Ranchero.png?12683226467368028255
fcd-surfboards,FCD Huevo Ranchero,"6'10"" "," 20.88"" "," 2.62"" ",40.5,https://cdn.shopify.com/s/files/1/2062/5873/files/FCDcutouts_0001_Layer-Huevo-Ranchero.png?12683226467368028255
fcd-surfboards,FCD Huevo Ranchero,"7'2"" "," 21.28"" "," 2.75""  ",44.8,https://cdn.shopify.com/s/files/1/2062/5873/files/FCDcutouts_0001_Layer-Huevo-Ranchero.png?12683226467368028255
fcd-surfboards,FCD Huevo Ranchero,"7'6"" "," 21.68"" "," 2.87"" ",49.6,https://cdn.shopify.com/s/files/1/2062/5873/files/FCDcutouts_0001_Layer-Huevo-Ranchero.png?12683226467368028255
fcd-surfboards,FCD Huevo Ranchero,"7'4"" "," 21.48"" "," 2.81"" ",47.5,https://cdn.shopify.com/s/files/1/2062/5873/files/FCDcutouts_0001_Layer-Huevo-Ranchero.png?12683226467368028255
fcd-surfboards,FCD Huevo Ranchero,"7'8"" "," 21.88"" "," 2.93"" ",51.7,https://cdn.shopify.com/s/files/1/2062/5873/files/FCDcutouts_0001_Layer-Huevo-Ranchero.png?12683226467368028255
fcd-surfboards,FCD Mako Twin,5’10” , 20.06” , 2.60” ,33.1,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-Mako.jpg?v=1675783440
fcd-surfboards,FCD Mako Twin,6’2” , 20.78” , 2.75” ,38.1,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-Mako.jpg?v=1675783440
fcd-surfboards,FCD Mako Twin,5’6” , 19.40” , 2.57” ,29.7,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-Mako.jpg?v=1675783440
fcd-surfboards,FCD Mako Twin,5’8” , 19.75” , 2.62” ,31.7,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-Mako.jpg?v=1675783440
fcd-surfboards,FCD Mako Twin,6’0” , 20.44” , 2.66” ,35.2,https://cdn.shopify.com/s/files/1/2062/5873/files/FCD-Mako.jpg?v=1675783440
firewire-surfboards,Dan Mann Sweet Potato,5’2” , 21.44” , 2.31” ,31.0,https://cdn.shopify.com/s/files/1/2062/5873/files/firewire_sweet_potato.jpg?v=1655924535
firewire-surfboards,Dan Mann Sweet Potato,5’4” , 21.69” , 2.44” ,34.6,https://cdn.shopify.com/s/files/1/2062/5873/files/firewire_sweet_potato.jpg?v=1655924535
firewire-surfboards,Dan Mann Sweet Potato,5’6” , 22.00” , 2.56” ,37.8,https://cdn.shopify.com/s/files/1/2062/5873/files/firewire_sweet_potato.jpg?v=1655924535
firewire-surfboards,Dan Mann Sweet Potato,6’0” , 22.75” , 3.00” ,49.0,https://cdn.shopify.com/s/files/1/2062/5873/files/firewire_sweet_potato.jpg?v=1655924535
firewire-surfboards,Dan Mann Sweet Potato,5’10” , 22.50” , 2.81” ,45.2,https://cdn.shopify.com/s/files/1/2062/5873/files/firewire_sweet_potato.jpg?v=1655924535
firewire-surfboards,Dan Mann Sweet Potato,6’2” , 23.00” , 3.06” ,52.2,https://cdn.shopify.com/s/files/1/2062/5873/files/firewire_sweet_potato.jpg?v=1655924535
firewire-surfboards,Dan Mann Sweet Potato,5’8” , 22.31” , 2.69” ,41.4,https://cdn.shopify.com/s/files/1/2062/5873/files/firewire_sweet_potato.jpg?v=1655924535
firewire-surfboards,Dan Mann Sweet Potato,6’4” , 23.13” , 3.25” ,57.1,https://cdn.shopify.com/s/files/1/2062/5873/files/firewire_sweet_potato.jpg?v=1655924535
firewire-surfboards,Firewire Dan Mann Dominator 2.0,"5'4"" ", 19.38” ," 2.25"" ",25.9,https://cdn.shopify.com/s/files/1/2062/5873/files/dominator2.0.jpg?v=1603823998
firewire-surfboards,Firewire Dan Mann Dominator 2.0,6’2”  , 20.75”  , 2.63” ,37.8,https://cdn.shopify.com/s/files/1/2062/5873/files/dominator2.0.jpg?v=1603823998
firewire-surfboards,Firewire Dan Mann Dominator 2.0,5’6”  , 19.75”  , 2.31” ,28.0,https://cdn.shopify.com/s/files/1/2062/5873/files/dominator2.0.jpg?v=1603823998
firewire-surfboards,Firewire Dan Mann Dominator 2.0,"6'0"" ", 20.50” , 2.50” ,34.9,https://cdn.shopify.com/s/files/1/2062/5873/files/dominator2.0.jpg?v=1603823998
firewire-surfboards,Firewire Dan Mann Dominator 2.0,5’10”  , 20.25”  , 2.50” ,33.0,https://cdn.shopify.com/s/files/1/2062/5873/files/dominator2.0.jpg?v=1603823998
firewire-surfboards,Firewire Dan Mann Dominator 2.0,6’4”  , 21.00”  , 2.75” ,40.9,https://cdn.shopify.com/s/files/1/2062/5873/files/dominator2.0.jpg?v=1603823998
firewire-surfboards,Firewire Dan Mann Dominator 2.0,6’1”  , 20.63”  , 2.56” ,36.0,https://cdn.shopify.com/s/files/1/2062/5873/files/dominator2.0.jpg?v=1603823998
firewire-surfboards,Firewire Dan Mann Dominator 2.0,"5'7"" ", 19.88” , 2.38” ,29.4,https://cdn.shopify.com/s/files/1/2062/5873/files/dominator2.0.jpg?v=1603823998
firewire-surfboards,Firewire Dan Mann Dominator 2.0,"5'11"" ", 20.38” , 2.50” ,33.9,https://cdn.shopify.com/s/files/1/2062/5873/files/dominator2.0.jpg?v=1603823998
firewire-surfboards,Firewire Dan Mann Dominator 2.0,"5'2"" ", 19.13” , 2.13” ,23.4,https://cdn.shopify.com/s/files/1/2062/5873/files/dominator2.0.jpg?v=1603823998
firewire-surfboards,Firewire Dan Mann Dominator 2.0,5’9”  , 20.13”  , 2.44” ,31.5,https://cdn.shopify.com/s/files/1/2062/5873/files/dominator2.0.jpg?v=1603823998
firewire-surfboards,Firewire Dan Mann Dominator 2.0,"6'8"" "," 21.75"" ", 3.00” ,48.6,https://cdn.shopify.com/s/files/1/2062/5873/files/dominator2.0.jpg?v=1603823998
firewire-surfboards,Firewire Dan Mann Dominator 2.0,6’6”  , 21.25” , 2.88” ,44.4,https://cdn.shopify.com/s/files/1/2062/5873/files/dominator2.0.jpg?v=1603823998
firewire-surfboards,Firewire Dan Mann Dominator 2.0,"5'8"" ", 20.00” , 2.38” ,30.1,https://cdn.shopify.com/s/files/1/2062/5873/files/dominator2.0.jpg?v=1603823998
firewire-surfboards,Firewire Long Rider,"7'0"" "," 21.63"" "," 2.75"" ",46.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Firewire_LongRider.webp?v=1730122026
firewire-surfboards,Firewire Long Rider,"6'10"" "," 21.50"" "," 2.63"" ",42.6,https://cdn.shopify.com/s/files/1/2062/5873/files/Firewire_LongRider.webp?v=1730122026
firewire-surfboards,Firewire Long Rider,"7'2"" "," 22.00"" "," 2.88"" ",50.8,https://cdn.shopify.com/s/files/1/2062/5873/files/Firewire_LongRider.webp?v=1730122026
firewire-surfboards,Firewire Long Rider,"7'4"" "," 22.50"" "," 2.88"" ",52.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Firewire_LongRider.webp?v=1730122026
firewire-surfboards,Machado Machadocado,5’2” , 19.81” , 2.25” ,25.9,https://cdn.shopify.com/s/files/1/2062/5873/files/Firewire_MachadoCado.webp?v=1719947981
firewire-surfboards,Machado Machadocado,5’4” , 20.81” , 2.25” ,28.8,https://cdn.shopify.com/s/files/1/2062/5873/files/Firewire_MachadoCado.webp?v=1719947981
firewire-surfboards,Machado Machadocado,"5'10"" "," 21.63"" "," 2.69"" ",37.6,https://cdn.shopify.com/s/files/1/2062/5873/files/Firewire_MachadoCado.webp?v=1719947981
firewire-surfboards,Machado Machadocado,"6'0"" "," 21.63"" "," 2.75"" ",40.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Firewire_MachadoCado.webp?v=1719947981
firewire-surfboards,Machado Machadocado,"6'2"" "," 22.63"" "," 2.94"" ",47.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Firewire_MachadoCado.webp?v=1719947981
firewire-surfboards,Machado Machadocado,"5'6"" ", 20.88” , 2.56” ,32.3,https://cdn.shopify.com/s/files/1/2062/5873/files/Firewire_MachadoCado.webp?v=1719947981
firewire-surfboards,Machado Machadocado,"5'8"" "," 21.50"" "," 2.50"" ",34.4,https://cdn.shopify.com/s/files/1/2062/5873/files/Firewire_MachadoCado.webp?v=1719947981
firewire-surfboards,Machado Mashup,5’2” , 19.31” , 2.31” ,24.9,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_Fire_0002_Mashup.jpg?v=1646750552
firewire-surfboards,Machado Mashup,5’4” , 19.56” , 2.44” ,27.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_Fire_0002_Mashup.jpg?v=1646750552
firewire-surfboards,Machado Mashup,5’6” , 19.63” , 2.54” ,30.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_Fire_0002_Mashup.jpg?v=1646750552
firewire-surfboards,Machado Mashup,6’0” , 20.38” , 2.88” ,38.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_Fire_0002_Mashup.jpg?v=1646750552
firewire-surfboards,Machado Mashup,5’10” , 20.06” , 2.75” ,35.8,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_Fire_0002_Mashup.jpg?v=1646750552
firewire-surfboards,Machado Mashup,5’5” , 19.56” , 2.50” ,28.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_Fire_0002_Mashup.jpg?v=1646750552
firewire-surfboards,Machado Mashup,5’7” , 19.69” , 2.63” ,31.4,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_Fire_0002_Mashup.jpg?v=1646750552
firewire-surfboards,Machado Mashup,6’2” , 20.75” , 3.00” ,41.6,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_Fire_0002_Mashup.jpg?v=1646750552
firewire-surfboards,Machado Mashup,5’8” , 19.88” , 2.69” ,32.8,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_Fire_0002_Mashup.jpg?v=1646750552
firewire-surfboards,Machado Mashup,5’9” , 19.94” , 2.75” ,34.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_Fire_0002_Mashup.jpg?v=1646750552
firewire-surfboards,Machado Mashup,6’4” , 21.00” , 3.13” ,44.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_Fire_0002_Mashup.jpg?v=1646750552
firewire-surfboards,Machado Mashup,6’6” , 21.13” , 3.13” ,47.4,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts_Fire_0002_Mashup.jpg?v=1646750552
firewire-surfboards,Machado Seaside,"5’4""", 20.63” ,  2.4375” ,29.8,https://cdn.shopify.com/s/files/1/2062/5873/files/Seaside.jpg?1280
firewire-surfboards,Machado Seaside,5’2” , 20.00” ,  2.3125” ,26.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Seaside.jpg?1280
firewire-surfboards,Machado Seaside,"5’10"" ",  22.63” , 2.69” ,39.4,https://cdn.shopify.com/s/files/1/2062/5873/files/Seaside.jpg?1280
firewire-surfboards,Machado Seaside,5’3” , 20.31” ,  2.38” ,28.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Seaside.jpg?1280
firewire-surfboards,Machado Seaside,"6’0"" ", 22.88” , 2.94” ,44.8,https://cdn.shopify.com/s/files/1/2062/5873/files/Seaside.jpg?1280
firewire-surfboards,Machado Seaside,"6’1"" ", 22.94” , 3.00” ,46.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Seaside.jpg?1280
firewire-surfboards,Machado Seaside,"5’11"" ", 22.75” , 2.75” ,41.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Seaside.jpg?1280
firewire-surfboards,Machado Seaside,"5’7"" ", 21.63” , 2.50” ,33.6,https://cdn.shopify.com/s/files/1/2062/5873/files/Seaside.jpg?1280
firewire-surfboards,Machado Seaside,"5’9"" ", 22.25” ,  2.63” ,37.3,https://cdn.shopify.com/s/files/1/2062/5873/files/Seaside.jpg?1280
firewire-surfboards,Machado Seaside,5’5” , 20.94” ,  2.450” ,31.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Seaside.jpg?1280
firewire-surfboards,Machado Seaside,"5’6"" ", 21.25” , 2.50” ,32.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Seaside.jpg?1280
firewire-surfboards,Machado Seaside,"5’8"" ", 21.94” ," 2.56 "" ",35.4,https://cdn.shopify.com/s/files/1/2062/5873/files/Seaside.jpg?1280
firewire-surfboards,Machado Seaside & Beyond,7’0” , 21.38” , 2.69” ,45.3,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts__0008_M_SS.jpg?v=1592234136
firewire-surfboards,Machado Seaside & Beyond,7’4” , 21.75” , 2.75” ,49.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts__0008_M_SS.jpg?v=1592234136
firewire-surfboards,Machado Seaside & Beyond,6’8” , 20.75” , 2.63” ,40.9,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts__0008_M_SS.jpg?v=1592234136
firewire-surfboards,Machado Sunday,7’0” , 21.50” , 3.13” ,53.7,https://cdn.shopify.com/s/files/1/2062/5873/files/sunday.jpg?v=1620744120
firewire-surfboards,Machado Sunday,6’8” , 21.00” , 3.00” ,48.0,https://cdn.shopify.com/s/files/1/2062/5873/files/sunday.jpg?v=1620744120
firewire-surfboards,Machado Sunday,5’6” , 19.75” , 2.50” ,31.2,https://cdn.shopify.com/s/files/1/2062/5873/files/sunday.jpg?v=1620744120
firewire-surfboards,Machado Sunday,"6’0"" ", 20.25” , 2.75” ,38.3,https://cdn.shopify.com/s/files/1/2062/5873/files/sunday.jpg?v=1620744120
firewire-surfboards,Machado Sunday,7’3” , 21.88” , 3.13” ,56.6,https://cdn.shopify.com/s/files/1/2062/5873/files/sunday.jpg?v=1620744120
firewire-surfboards,Machado Sunday,5’9” , 20.00” , 2.63” ,34.6,https://cdn.shopify.com/s/files/1/2062/5873/files/sunday.jpg?v=1620744120
firewire-surfboards,Machado Sunday,6’4” , 20.75” , 3.00” ,45.1,https://cdn.shopify.com/s/files/1/2062/5873/files/sunday.jpg?v=1620744120
firewire-surfboards,Machado Too Fish,"5'5"" "," 20.88"" "," 2.38"" ",31.6,https://cdn.shopify.com/s/files/1/2062/5873/files/Frame_98.png?v=1686683084
firewire-surfboards,Machado Too Fish,"5'7"" "," 21.31"" "," 2.50"" ",34.9,https://cdn.shopify.com/s/files/1/2062/5873/files/Frame_98.png?v=1686683084
firewire-surfboards,Machado Too Fish,5’0” , 20.13” , 2.19” ,25.9,https://cdn.shopify.com/s/files/1/2062/5873/files/Frame_98.png?v=1686683084
firewire-surfboards,Machado Too Fish,"5'4"" "," 20.69"" "," 2.31"" ",30.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Frame_98.png?v=1686683084
firewire-surfboards,Machado Too Fish,"5'11"" "," 22.13"" "," 2.69"" ",38.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Frame_98.png?v=1686683084
firewire-surfboards,Machado Too Fish,"6'1"" "," 22.44"" "," 2.75"" ",42.6,https://cdn.shopify.com/s/files/1/2062/5873/files/Frame_98.png?v=1686683084
firewire-surfboards,Machado Too Fish,"6'3"" "," 22.63"" "," 2.88"" ",46.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Frame_98.png?v=1686683084
firewire-surfboards,Machado Too Fish,"5'2"" "," 20.31"" "," 2.25"" ",27.8,https://cdn.shopify.com/s/files/1/2062/5873/files/Frame_98.png?v=1686683084
firewire-surfboards,Machado Too Fish,"5'6"" "," 21.06"" "," 2.44"" ",33.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Frame_98.png?v=1686683084
firewire-surfboards,Machado Too Fish,"5'9"" "," 21.75"" "," 5.63"" ",37.3,https://cdn.shopify.com/s/files/1/2062/5873/files/Frame_98.png?v=1686683084
firewire-surfboards,Machado Too Fish,"5'3"" "," 20.50"" "," 2.25"" ",28.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Frame_98.png?v=1686683084
firewire-surfboards,Machado Too Fish,"5'8"" "," 21.56"" "," 2.56"" ",35.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Frame_98.png?v=1686683084
firewire-surfboards,Slater Designs Boss Up,"7'0"" "," 20.44"" "," 2.94"" ",44.3,https://cdn.shopify.com/s/files/1/2062/5873/files/Boss_Up_Cutout.png?v=1712941705
firewire-surfboards,Slater Designs Boss Up,"6'10"" "," 20.375"" "," 2.94"" ",43L,https://cdn.shopify.com/s/files/1/2062/5873/files/Boss_Up_Cutout.png?v=1712941705
firewire-surfboards,Slater Designs Boss Up,"7'2"" "," 20.5"" "," 3"" ",46.4,https://cdn.shopify.com/s/files/1/2062/5873/files/Boss_Up_Cutout.png?v=1712941705
firewire-surfboards,Slater Designs Boss Up,"6'6"" "," 20"" "," 2.813"" ",39.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Boss_Up_Cutout.png?v=1712941705
firewire-surfboards,Slater Designs Boss Up,"6'8"" "," 20.25"" "," 2.875"" ",40.8,https://cdn.shopify.com/s/files/1/2062/5873/files/Boss_Up_Cutout.png?v=1712941705
firewire-surfboards,Slater Designs Boss Up,"7'6"" "," 20.625"" "," 3.125"" ",51L,https://cdn.shopify.com/s/files/1/2062/5873/files/Boss_Up_Cutout.png?v=1712941705
firewire-surfboards,Slater Designs Boss Up,"7'4"" "," 20.44"" "," 3.06"" ",48.4,https://cdn.shopify.com/s/files/1/2062/5873/files/Boss_Up_Cutout.png?v=1712941705
firewire-surfboards,Slater Designs Cymatic,"5'8"" ", 19.88” , 2.63” ,32.9,https://cdn.shopify.com/s/files/1/2062/5873/files/Slater_Cymatic.jpg?10602739327608510577
firewire-surfboards,Slater Designs Cymatic,5’2” , 18.38” , 2.25” ,23.9,https://cdn.shopify.com/s/files/1/2062/5873/files/Slater_Cymatic.jpg?10602739327608510577
firewire-surfboards,Slater Designs Cymatic,"6'0"" ", 20.88” , 2.88” ,40.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Slater_Cymatic.jpg?10602739327608510577
firewire-surfboards,Slater Designs Cymatic,"5'5"" ", 19.13” , 2.44” ,28.4,https://cdn.shopify.com/s/files/1/2062/5873/files/Slater_Cymatic.jpg?10602739327608510577
firewire-surfboards,Slater Designs Cymatic,"5'7"" ", 19.63” , 2.56” ,31.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Slater_Cymatic.jpg?10602739327608510577
firewire-surfboards,Slater Designs Cymatic,5’0” , 17.88” , 2.13” ,21.3,https://cdn.shopify.com/s/files/1/2062/5873/files/Slater_Cymatic.jpg?10602739327608510577
firewire-surfboards,Slater Designs Cymatic,"5'11"" ", 20.63” , 2.81” ,38.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Slater_Cymatic.jpg?10602739327608510577
firewire-surfboards,Slater Designs Cymatic,5’4” , 18.88” , 2.38” ,26.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Slater_Cymatic.jpg?10602739327608510577
firewire-surfboards,Slater Designs Cymatic,"5'10"" ", 20.38” , 2.75” ,36.4,https://cdn.shopify.com/s/files/1/2062/5873/files/Slater_Cymatic.jpg?10602739327608510577
firewire-surfboards,Slater Designs Cymatic,6’2” , 21.00” , 2.94” ,42.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Slater_Cymatic.jpg?10602739327608510577
firewire-surfboards,Slater Designs Cymatic,"5'9"" ", 20.13” , 2.69” ,34.3,https://cdn.shopify.com/s/files/1/2062/5873/files/Slater_Cymatic.jpg?10602739327608510577
firewire-surfboards,Slater Designs Cymatic,6’4” , 21.25” , 3.00” ,45.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Slater_Cymatic.jpg?10602739327608510577
firewire-surfboards,Slater Designs Cymatic,"5'3"" ", 18.63” , 2.31” ,25.4,https://cdn.shopify.com/s/files/1/2062/5873/files/Slater_Cymatic.jpg?10602739327608510577
firewire-surfboards,Slater Designs Cymatic,"5'6"" ", 19.38” , 2.50” ,29.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Slater_Cymatic.jpg?10602739327608510577
firewire-surfboards,Slater Designs FRK,"5’8"" ", 18.31” ," 2.31 "" ",24.3,https://cdn.shopify.com/s/files/1/2062/5873/files/19_Slater_FRK.jpg?145
firewire-surfboards,Slater Designs FRK,"6’2"" ", 19.63” ,  2.6875” ,33.2,https://cdn.shopify.com/s/files/1/2062/5873/files/19_Slater_FRK.jpg?145
firewire-surfboards,Slater Designs FRK,5’2” , 17.88” ,  2.00” ,18.6,https://cdn.shopify.com/s/files/1/2062/5873/files/19_Slater_FRK.jpg?145
firewire-surfboards,Slater Designs FRK,"5’10"" ",  18.50” , 2.44” ,27.0,https://cdn.shopify.com/s/files/1/2062/5873/files/19_Slater_FRK.jpg?145
firewire-surfboards,Slater Designs FRK,"5’4"" ", 18.00” ,  2.125” ,20.6,https://cdn.shopify.com/s/files/1/2062/5873/files/19_Slater_FRK.jpg?145
firewire-surfboards,Slater Designs FRK,"6’4"" ", 19.63” , 2.75” ,35.2,https://cdn.shopify.com/s/files/1/2062/5873/files/19_Slater_FRK.jpg?145
firewire-surfboards,Slater Designs FRK,"6’0"" ", 19.06” , 2.63” ,30.6,https://cdn.shopify.com/s/files/1/2062/5873/files/19_Slater_FRK.jpg?145
firewire-surfboards,Slater Designs FRK,"6’1"" ", 19.31” , 2.6875” ,32.3,https://cdn.shopify.com/s/files/1/2062/5873/files/19_Slater_FRK.jpg?145
firewire-surfboards,Slater Designs FRK,"5’11"" ", 18.75” , 2.56” ,29.1,https://cdn.shopify.com/s/files/1/2062/5873/files/19_Slater_FRK.jpg?145
firewire-surfboards,Slater Designs FRK,"5’7"" ", 18.25” , 2.31” ,23.9,https://cdn.shopify.com/s/files/1/2062/5873/files/19_Slater_FRK.jpg?145
firewire-surfboards,Slater Designs FRK,"5’9"" ", 18.38” ,  2.38” ,25.6,https://cdn.shopify.com/s/files/1/2062/5873/files/19_Slater_FRK.jpg?145
firewire-surfboards,Slater Designs FRK,"5’6"" ", 18.13” , 2.25” ,22.7,https://cdn.shopify.com/s/files/1/2062/5873/files/19_Slater_FRK.jpg?145
firewire-surfboards,Slater Designs FRK,6’6” , 19.75” , 2.75” ,36.4,https://cdn.shopify.com/s/files/1/2062/5873/files/19_Slater_FRK.jpg?145
firewire-surfboards,Slater Designs FRK Plus,5’11” , 19.00” , 2.63” ,30.6,https://cdn.shopify.com/s/files/1/2062/5873/files/frkplus.jpg?v=1678405291
firewire-surfboards,Slater Designs FRK Plus,6’1” , 19.56” , 2.69” ,34.1,https://cdn.shopify.com/s/files/1/2062/5873/files/frkplus.jpg?v=1678405291
firewire-surfboards,Slater Designs FRK Plus,5’6” , 18.25” , 2.25” ,24.1,https://cdn.shopify.com/s/files/1/2062/5873/files/frkplus.jpg?v=1678405291
