DocumentID,DatesDocumentID,timestamp,name,County,Name,data,Surf Height: Size,Surf Height: Direction,Surf Height: Period,Surf Height: Angle,Star Rating,Wave Power,Primary -> height,Primary -> letters,Primary -> period,Primary -> angle,Primary -> Points off,Seconday 1 -> height,Seconday 1 -> letters,Seconday 1 -> period,Seconday 1 -> angle,Secondary 1 -> Points off,Seconday 2 -> height,Seconday 2 -> letters,Seconday 2 -> period,Seconday 2 -> angle,Secondary 2 -> Points off,Seconday 3 -> height,Seconday 3 -> letters,Seconday 3 -> period,Seconday 3 -> angle,Secondary 3 -> Points off,Wind Direction (NSEW),Wind Direction (Human Relation),Wind Direction (Angle),Primary Wind Speed,Wind -> Points off
Klamath Rivermouth,Tuesday-26-10PM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,Klamath Rivermouth,"['Tuesday', 'November', 26, 2024, '10PM']",0.9,WNW,7.0,103.0,1.0,86,0.9,WNW,7,103.0,3,0.5,W,13,101.0,2,0.3,WNW,20.0,108.0,3,,,,,,ENE,off,254.0,10.0,1
Klamath Rivermouth,Tuesday-26-1PM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,Klamath Rivermouth,"['Tuesday', 'November', 26, 2024, '1PM']",0.8,WSW,7.0,67.0,1.0,61,0.8,WSW,7,67.0,1,0.6,WNW,8,108.0,3,0.4,WNW,14.0,104.0,3,,,,,,WNW,glass,112.0,5.0,7
Klamath Rivermouth,Tuesday-26-4PM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,Klamath Rivermouth,"['Tuesday', 'November', 26, 2024, '4PM']",0.8,WSW,6.0,76.0,0.0,90,0.8,WSW,6,76.0,1,0.6,NW,8,135.0,4,0.5,W,13.0,101.0,2,,,,,,NNW,cross-on,156.0,10.0,5
Klamath Rivermouth,Tuesday-26-7PM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,Klamath Rivermouth,"['Tuesday', 'November', 26, 2024, '7PM']",0.8,W,6.0,83.0,1.0,89,0.8,W,6,83.0,2,0.6,WNW,8,121.0,3,0.5,W,13.0,101.0,2,,,,,,NNE,cross-off,210.0,10.0,3
Klamath Rivermouth,Wednesday-27-10AM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,Klamath Rivermouth,"['Wednesday', 'November', 27, 2024, '10AM']",0.9,NW,7.0,126.0,1.0,104,0.9,NW,7,126.0,4,0.4,WNW,12,104.0,3,0.4,WNW,18.0,104.0,3,,,,,,NE,glass,233.0,5.0,2
Klamath Rivermouth,Wednesday-27-1AM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,Klamath Rivermouth,"['Wednesday', 'November', 27, 2024, '1AM']",0.8,WNW,7.0,104.0,1.0,76,0.8,WNW,7,104.0,3,0.5,W,12,101.0,2,0.2,SSW,21.0,27.0,1,,,,,,ENE,off,253.0,10.0,1
Klamath Rivermouth,Wednesday-27-4AM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,Klamath Rivermouth,"['Wednesday', 'November', 27, 2024, '4AM']",0.6,W,6.0,99.0,1.0,75,0.6,W,6,99.0,2,0.5,W,12,101.0,2,0.4,NW,8.0,135.0,4,,,,,,E,off,266.0,10.0,0
Klamath Rivermouth,Wednesday-27-7AM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,Klamath Rivermouth,"['Wednesday', 'November', 27, 2024, '7AM']",0.7,WNW,7.0,117.0,1.0,160,0.7,WNW,7,117.0,3,0.5,W,18,101.0,2,0.5,W,12.0,101.0,2,,,,,,E,off,261.0,10.0,0
South Beach,Tuesday-26-10PM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,South Beach,"['Tuesday', 'November', 26, 2024, '10PM']",0.8,W,7.0,90.0,0.0,75,0.8,W,7,90.0,1,0.4,W,13,90.0,1,0.3,WNW,20.0,108.0,2,,,,,,ENE,off,237.0,10.0,1
South Beach,Tuesday-26-1PM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,South Beach,"['Tuesday', 'November', 26, 2024, '1PM']",0.8,WSW,7.0,60.0,0.0,57,0.8,WSW,7,60.0,0,0.6,WNW,8,108.0,2,0.4,W,14.0,90.0,1,,,,,,NW,cross,134.0,5.0,4
South Beach,Tuesday-26-4PM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,South Beach,"['Tuesday', 'November', 26, 2024, '4PM']",1.0,W,7.0,84.0,1.0,92,1.0,W,7,84.0,1,0.4,W,13,90.0,1,0.3,SW,12.0,45.0,1,,,,,,NNW,cross-off,160.0,15.0,3
South Beach,Tuesday-26-7PM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,South Beach,"['Tuesday', 'November', 26, 2024, '7PM']",0.9,W,7.0,90.0,0.0,75,0.9,W,7,90.0,1,0.4,W,13,90.0,1,0.3,WNW,20.0,108.0,2,,,,,,NNE,off,203.0,10.0,1
South Beach,Wednesday-27-10AM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,South Beach,"['Wednesday', 'November', 27, 2024, '10AM']",0.7,WNW,7.0,117.0,1.0,104,0.7,WNW,7,117.0,2,0.4,W,12,90.0,1,0.4,WNW,18.0,104.0,2,,,,,,NE,off,216.0,5.0,0
South Beach,Wednesday-27-1AM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,South Beach,"['Wednesday', 'November', 27, 2024, '1AM']",0.7,W,7.0,90.0,0.0,47,0.7,W,7,90.0,1,0.4,W,12,90.0,1,0.2,SSW,21.0,27.0,2,,,,,,ENE,off,238.0,10.0,1
South Beach,Wednesday-27-4AM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,South Beach,"['Wednesday', 'November', 27, 2024, '4AM']",0.6,W,6.0,90.0,0.0,46,0.6,W,6,90.0,1,0.4,W,12,90.0,1,0.3,NW,8.0,135.0,3,,,,,,ENE,cross-off,257.0,10.0,1
South Beach,Wednesday-27-7AM,26 November 2024: 7:10PM,Del Norte County,Del Norte County,South Beach,"['Wednesday', 'November', 27, 2024, '7AM']",0.6,WNW,7.0,108.0,1.0,104,0.6,WNW,7,108.0,2,0.4,WNW,18,104.0,2,0.4,W,12.0,90.0,1,,,,,,ENE,cross-off,248.0,10.0,1
Bunkers,Tuesday-26-10PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Bunkers,"['Tuesday', 'November', 26, 2024, '10PM']",1.1,NW,8.0,128.0,1.0,233,1.1,NW,8,128.0,2,0.5,W,13,101.0,0,0.5,S,21.0,11.0,4,,,,,,NE,cross,221.0,15.0,4
Bunkers,Tuesday-26-1PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Bunkers,"['Tuesday', 'November', 26, 2024, '1PM']",1.0,W,7.0,84.0,1.0,93,1.0,W,7,84.0,0,0.8,NW,8,140.0,2,0.5,W,14.0,101.0,0,,,,,,WNW,glass,115.0,5.0,7
Bunkers,Tuesday-26-4PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Bunkers,"['Tuesday', 'November', 26, 2024, '4PM']",1.0,W,7.0,96.0,0.0,94,1.0,W,7,96.0,0,0.6,NW,8,141.0,2,0.5,W,13.0,101.0,0,,,,,,N,cross-on,180.0,15.0,6
Bunkers,Tuesday-26-7PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Bunkers,"['Tuesday', 'November', 26, 2024, '7PM']",1.1,WNW,8.0,117.0,0.0,157,1.1,WNW,8,117.0,1,0.5,W,13,101.0,0,0.4,SSW,21.0,14.0,3,,,,,,NNE,cross,213.0,10.0,5
Bunkers,Wednesday-27-10AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Bunkers,"['Wednesday', 'November', 27, 2024, '10AM']",1.0,NW,7.0,135.0,1.0,276,1.0,NW,7,135.0,2,0.6,S,20,9.0,4,0.5,WNW,18.0,112.0,1,,,,,,NNE,cross,205.0,5.0,5
Bunkers,Wednesday-27-1AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Bunkers,"['Wednesday', 'November', 27, 2024, '1AM']",1.0,NW,8.0,127.0,1.0,153,1.0,NW,8,127.0,2,0.5,W,12,101.0,0,0.4,SSW,21.0,14.0,3,,,,,,ESE,cross-off,283.0,5.0,1
Bunkers,Wednesday-27-4AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Bunkers,"['Wednesday', 'November', 27, 2024, '4AM']",0.8,WNW,8.0,113.0,1.0,83,0.8,WNW,8,113.0,1,0.5,WNW,12,112.0,1,0.5,NNW,4.0,158.0,3,,,,,,E,cross-off,260.0,5.0,2
Bunkers,Wednesday-27-7AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Bunkers,"['Wednesday', 'November', 27, 2024, '7AM']",0.8,NW,7.0,135.0,1.0,178,0.8,NW,7,135.0,2,0.5,WNW,18,112.0,1,0.5,W,12.0,101.0,0,,,,,,E,cross-off,265.0,5.0,2
Camel Rock,Tuesday-26-10PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Camel Rock,"['Tuesday', 'November', 26, 2024, '10PM']",1.0,WNW,8.0,114.0,1.0,110,1.0,WNW,8,114.0,0,0.5,W,13,101.0,1,0.3,WNW,20.0,108.0,0,,,,,,NE,cross-off,233.0,10.0,2
Camel Rock,Tuesday-26-1PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Camel Rock,"['Tuesday', 'November', 26, 2024, '1PM']",1.0,W,7.0,90.0,1.0,96,1.0,W,7,90.0,1,0.6,NW,8,141.0,1,0.4,WNW,14.0,104.0,0,,,,,,WNW,glass,123.0,5.0,7
Camel Rock,Tuesday-26-4PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Camel Rock,"['Tuesday', 'November', 26, 2024, '4PM']",0.9,W,7.0,90.0,0.0,92,0.9,W,7,90.0,1,0.6,NW,8,141.0,1,0.5,W,13.0,101.0,1,,,,,,N,cross,170.0,15.0,4
Camel Rock,Tuesday-26-7PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Camel Rock,"['Tuesday', 'November', 26, 2024, '7PM']",0.9,W,7.0,90.0,1.0,89,0.9,W,7,90.0,1,0.7,NW,8,135.0,1,0.5,W,13.0,101.0,1,,,,,,NNE,cross-off,201.0,15.0,3
Camel Rock,Wednesday-27-10AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Camel Rock,"['Wednesday', 'November', 27, 2024, '10AM']",0.8,NW,7.0,130.0,1.0,104,0.8,NW,7,130.0,1,0.4,WNW,12,104.0,0,0.4,WNW,18.0,104.0,0,,,,,,NE,cross-off,231.0,5.0,2
Camel Rock,Wednesday-27-1AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Camel Rock,"['Wednesday', 'November', 27, 2024, '1AM']",0.9,WNW,8.0,117.0,1.0,88,0.9,WNW,8,117.0,0,0.5,W,12,101.0,1,0.3,WNW,20.0,108.0,0,,,,,,ENE,off,252.0,10.0,1
Camel Rock,Wednesday-27-4AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Camel Rock,"['Wednesday', 'November', 27, 2024, '4AM']",0.8,WNW,7.0,120.0,0.0,75,0.8,WNW,7,120.0,0,0.5,W,12,101.0,1,0.3,WNW,18.0,108.0,0,,,,,,E,off,265.0,10.0,0
Camel Rock,Wednesday-27-7AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Camel Rock,"['Wednesday', 'November', 27, 2024, '7AM']",0.8,WNW,7.0,120.0,1.0,160,0.8,WNW,7,120.0,0,0.5,W,12,101.0,1,0.5,W,18.0,101.0,1,,,,,,E,off,261.0,10.0,0
Cape Mendocino,Tuesday-26-10PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Cape Mendocino,"['Tuesday', 'November', 26, 2024, '10PM']",1.2,WNW,8.0,121.0,1.0,224,1.2,WNW,8,121.0,3,0.5,WNW,13,112.0,3,0.5,S,21.0,-0.0,2,,,,,,NNE,cross-off,212.0,20.0,3
Cape Mendocino,Tuesday-26-1PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Cape Mendocino,"['Tuesday', 'November', 26, 2024, '1PM']",1.3,WNW,8.0,113.0,2.0,223,1.3,WNW,8,113.0,3,0.5,W,14,101.0,2,0.4,SSW,12.0,27.0,1,,,,,,WNW,glass,113.0,5.0,7
Cape Mendocino,Tuesday-26-4PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Cape Mendocino,"['Tuesday', 'November', 26, 2024, '4PM']",1.0,W,7.0,96.0,0.0,106,1.0,W,7,96.0,2,0.5,W,13,101.0,2,-0.6,NNW,8.0,149.0,5,,,,,,N,cross,169.0,15.0,4
Cape Mendocino,Tuesday-26-7PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Cape Mendocino,"['Tuesday', 'November', 26, 2024, '7PM']",1.2,WNW,8.0,114.0,2.0,224,1.2,WNW,8,114.0,3,0.5,W,13,101.0,2,0.5,S,21.0,-0.0,2,,,,,,NNE,cross-off,209.0,15.0,3
Cape Mendocino,Wednesday-27-10AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Cape Mendocino,"['Wednesday', 'November', 27, 2024, '10AM']",0.9,NW,7.0,139.0,2.0,485,0.9,NW,7,139.0,4,0.8,S,20,7.0,2,0.5,S,12.0,11.0,2,,,,,,NNE,cross-off,192.0,15.0,3
Cape Mendocino,Wednesday-27-1AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Cape Mendocino,"['Wednesday', 'November', 27, 2024, '1AM']",1.1,NW,8.0,128.0,2.0,222,1.1,NW,8,128.0,4,0.5,WNW,12,112.0,3,0.5,S,21.0,-0.0,2,,,,,,NE,cross-off,217.0,10.0,2
Cape Mendocino,Wednesday-27-4AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Cape Mendocino,"['Wednesday', 'November', 27, 2024, '4AM']",1.0,NW,8.0,127.0,1.0,137,1.0,NW,8,127.0,4,0.5,WNW,12,112.0,3,0.4,S,21.0,-0.0,2,,,,,,NNE,cross-off,209.0,15.0,3
Cape Mendocino,Wednesday-27-7AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Cape Mendocino,"['Wednesday', 'November', 27, 2024, '7AM']",0.9,NW,8.0,131.0,2.0,271,0.9,NW,8,131.0,4,0.6,S,20,-0.0,2,0.5,W,12.0,101.0,2,,,,,,NNE,cross-off,208.0,15.0,3
Centreville Beach,Tuesday-26-10PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Centreville Beach,"['Tuesday', 'November', 26, 2024, '10PM']",1.2,NW,8.0,125.0,0.0,233,1.2,NW,8,125.0,4,0.5,W,13,101.0,2,0.5,S,21.0,11.0,2,,,,,,NE,cross,215.0,15.0,4
Centreville Beach,Tuesday-26-1PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Centreville Beach,"['Tuesday', 'November', 26, 2024, '1PM']",1.3,WNW,8.0,108.0,2.0,206,1.3,WNW,8,108.0,3,0.5,W,14,101.0,2,0.4,SSW,12.0,27.0,1,,,,,,WNW,glass,120.0,5.0,7
Centreville Beach,Tuesday-26-4PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Centreville Beach,"['Tuesday', 'November', 26, 2024, '4PM']",0.9,W,7.0,90.0,0.0,90,0.9,W,7,90.0,2,0.8,NW,8,140.0,4,0.5,W,13.0,101.0,2,,,,,,N,cross-on,176.0,15.0,6
Centreville Beach,Tuesday-26-7PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Centreville Beach,"['Tuesday', 'November', 26, 2024, '7PM']",1.2,WNW,8.0,114.0,0.0,183,1.2,WNW,8,114.0,3,0.5,W,13,101.0,2,0.4,SSW,21.0,14.0,1,,,,,,NE,cross,216.0,15.0,4
Centreville Beach,Wednesday-27-10AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Centreville Beach,"['Wednesday', 'November', 27, 2024, '10AM']",0.9,NW,7.0,139.0,0.0,395,0.9,NW,7,139.0,4,0.7,SSW,20,16.0,1,0.5,W,12.0,101.0,2,,,,,,NNE,cross-on,200.0,10.0,5
Centreville Beach,Wednesday-27-1AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Centreville Beach,"['Wednesday', 'November', 27, 2024, '1AM']",1.0,NW,8.0,127.0,1.0,151,1.0,NW,8,127.0,4,0.5,W,12,101.0,2,0.4,SSW,21.0,14.0,1,,,,,,ENE,cross-off,246.0,10.0,3
Centreville Beach,Wednesday-27-4AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Centreville Beach,"['Wednesday', 'November', 27, 2024, '4AM']",0.9,NW,7.0,131.0,0.0,147,0.9,NW,7,131.0,4,0.5,W,12,101.0,2,0.4,SSW,21.0,14.0,1,,,,,,NE,cross,226.0,10.0,4
Centreville Beach,Wednesday-27-7AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Centreville Beach,"['Wednesday', 'November', 27, 2024, '7AM']",0.9,NW,7.0,131.0,0.0,160,0.9,NW,7,131.0,4,0.5,W,12,101.0,2,0.5,W,18.0,101.0,2,,,,,,NE,cross,229.0,10.0,4
Dry Lagoon,Tuesday-26-10PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Dry Lagoon,"['Tuesday', 'November', 26, 2024, '10PM']",1.0,WNW,7.0,107.0,1.0,117,1.0,WNW,7,107.0,1,0.5,W,13,101.0,0,0.3,WNW,20.0,108.0,1,,,,,,ENE,cross-off,252.0,10.0,2
Dry Lagoon,Tuesday-26-1PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Dry Lagoon,"['Tuesday', 'November', 26, 2024, '1PM']",0.7,SW,7.0,56.0,1.0,58,0.7,SW,7,56.0,2,0.7,WNW,8,106.0,1,0.6,NW,8.0,135.0,2,,,,,,NW,glass,125.0,5.0,7
Dry Lagoon,Tuesday-26-4PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Dry Lagoon,"['Tuesday', 'November', 26, 2024, '4PM']",0.8,WSW,7.0,76.0,0.0,58,0.8,WSW,7,76.0,1,0.5,WNW,8,112.0,1,0.5,NW,8.0,143.0,2,,,,,,NNW,cross-on,168.0,10.0,6
Dry Lagoon,Tuesday-26-7PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Dry Lagoon,"['Tuesday', 'November', 26, 2024, '7PM']",0.9,W,7.0,90.0,0.0,89,0.9,W,7,90.0,0,0.6,NW,8,135.0,2,0.5,W,13.0,101.0,0,,,,,,NNE,cross,201.0,10.0,4
Dry Lagoon,Wednesday-27-10AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Dry Lagoon,"['Wednesday', 'November', 27, 2024, '10AM']",0.9,NW,7.0,126.0,1.0,104,0.9,NW,7,126.0,2,0.5,W,12,101.0,0,0.4,WNW,18.0,104.0,1,,,,,,NE,cross-off,236.0,5.0,3
Dry Lagoon,Wednesday-27-1AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Dry Lagoon,"['Wednesday', 'November', 27, 2024, '1AM']",0.9,WNW,7.0,111.0,1.0,78,0.9,WNW,7,111.0,1,0.5,W,12,101.0,0,0.2,SSW,21.0,27.0,3,,,,,,ENE,cross-off,252.0,10.0,2
Dry Lagoon,Wednesday-27-4AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Dry Lagoon,"['Wednesday', 'November', 27, 2024, '4AM']",0.8,WNW,7.0,113.0,1.0,75,0.8,WNW,7,113.0,1,0.5,W,12,101.0,0,0.3,WNW,18.0,108.0,1,,,,,,E,off,271.0,10.0,1
Dry Lagoon,Wednesday-27-7AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Dry Lagoon,"['Wednesday', 'November', 27, 2024, '7AM']",0.8,WNW,7.0,120.0,1.0,160,0.8,WNW,7,120.0,1,0.5,W,18,101.0,0,0.5,W,12.0,101.0,0,,,,,,E,cross-off,264.0,10.0,1
Gold Bluffs Beach,Tuesday-26-10PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Gold Bluffs Beach,"['Tuesday', 'November', 26, 2024, '10PM']",0.9,WNW,7.0,103.0,1.0,86,0.9,WNW,7,103.0,2,0.5,W,13,101.0,1,0.3,WNW,20.0,108.0,2,,,,,,E,off,259.0,10.0,0
Gold Bluffs Beach,Tuesday-26-1PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Gold Bluffs Beach,"['Tuesday', 'November', 26, 2024, '1PM']",0.8,WSW,7.0,67.0,1.0,61,0.8,WSW,7,67.0,0,0.6,WNW,8,108.0,2,0.4,WNW,14.0,104.0,2,,,,,,WNW,glass,115.0,5.0,7
Gold Bluffs Beach,Tuesday-26-4PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Gold Bluffs Beach,"['Tuesday', 'November', 26, 2024, '4PM']",0.8,WSW,6.0,76.0,0.0,90,0.8,WSW,6,76.0,0,0.6,NW,8,135.0,3,0.5,W,13.0,101.0,1,,,,,,NNW,cross-on,156.0,10.0,5
Gold Bluffs Beach,Tuesday-26-7PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Gold Bluffs Beach,"['Tuesday', 'November', 26, 2024, '7PM']",0.8,W,6.0,83.0,1.0,89,0.8,W,6,83.0,1,0.6,WNW,8,121.0,2,0.5,W,13.0,101.0,1,,,,,,NE,cross-off,214.0,10.0,2
Gold Bluffs Beach,Wednesday-27-10AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Gold Bluffs Beach,"['Wednesday', 'November', 27, 2024, '10AM']",0.9,NW,7.0,126.0,1.0,104,0.9,NW,7,126.0,3,0.4,WNW,12,104.0,2,0.4,WNW,18.0,104.0,2,,,,,,ENE,glass,247.0,5.0,1
Gold Bluffs Beach,Wednesday-27-1AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Gold Bluffs Beach,"['Wednesday', 'November', 27, 2024, '1AM']",0.8,WNW,7.0,104.0,1.0,76,0.8,WNW,7,104.0,2,0.5,W,12,101.0,1,0.2,SSW,21.0,27.0,2,,,,,,ENE,off,258.0,10.0,1
Gold Bluffs Beach,Wednesday-27-4AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Gold Bluffs Beach,"['Wednesday', 'November', 27, 2024, '4AM']",0.6,W,6.0,99.0,1.0,75,0.6,W,6,99.0,1,0.5,W,12,101.0,1,0.4,NW,8.0,135.0,3,,,,,,E,off,270.0,10.0,0
Gold Bluffs Beach,Wednesday-27-7AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Gold Bluffs Beach,"['Wednesday', 'November', 27, 2024, '7AM']",0.7,WNW,7.0,117.0,1.0,160,0.7,WNW,7,117.0,2,0.5,W,18,101.0,1,0.5,W,12.0,101.0,1,,,,,,E,off,266.0,10.0,0
Little River Clam Beach,Tuesday-26-10PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Little River Clam Beach,"['Tuesday', 'November', 26, 2024, '10PM']",1.0,WNW,8.0,114.0,1.0,110,1.0,WNW,8,114.0,1,0.5,W,13,101.0,0,0.3,WNW,20.0,108.0,1,,,,,,NE,cross-off,233.0,10.0,3
Little River Clam Beach,Tuesday-26-1PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Little River Clam Beach,"['Tuesday', 'November', 26, 2024, '1PM']",1.0,W,7.0,90.0,1.0,96,1.0,W,7,90.0,0,0.6,NW,8,141.0,2,0.4,WNW,14.0,104.0,1,,,,,,WNW,glass,123.0,5.0,8
Little River Clam Beach,Tuesday-26-4PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Little River Clam Beach,"['Tuesday', 'November', 26, 2024, '4PM']",0.9,W,7.0,90.0,0.0,92,0.9,W,7,90.0,0,0.6,NW,8,141.0,2,0.5,W,13.0,101.0,0,,,,,,N,cross-on,170.0,15.0,5
Little River Clam Beach,Tuesday-26-7PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Little River Clam Beach,"['Tuesday', 'November', 26, 2024, '7PM']",0.9,W,7.0,90.0,0.0,89,0.9,W,7,90.0,0,0.7,NW,8,135.0,2,0.5,W,13.0,101.0,0,,,,,,NNE,cross,201.0,15.0,4
Little River Clam Beach,Wednesday-27-10AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Little River Clam Beach,"['Wednesday', 'November', 27, 2024, '10AM']",0.8,NW,7.0,130.0,1.0,104,0.8,NW,7,130.0,2,0.4,WNW,12,104.0,1,0.4,WNW,18.0,104.0,1,,,,,,NE,cross-off,231.0,5.0,3
Little River Clam Beach,Wednesday-27-1AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Little River Clam Beach,"['Wednesday', 'November', 27, 2024, '1AM']",0.9,WNW,8.0,117.0,1.0,88,0.9,WNW,8,117.0,1,0.5,W,12,101.0,0,0.3,WNW,20.0,108.0,1,,,,,,ENE,cross-off,252.0,10.0,2
Little River Clam Beach,Wednesday-27-4AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Little River Clam Beach,"['Wednesday', 'November', 27, 2024, '4AM']",0.8,WNW,7.0,120.0,1.0,75,0.8,WNW,7,120.0,1,0.5,W,12,101.0,0,0.3,WNW,18.0,108.0,1,,,,,,E,cross-off,265.0,10.0,1
Little River Clam Beach,Wednesday-27-7AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Little River Clam Beach,"['Wednesday', 'November', 27, 2024, '7AM']",0.8,WNW,7.0,120.0,1.0,160,0.8,WNW,7,120.0,1,0.5,W,12,101.0,0,0.5,W,18.0,101.0,0,,,,,,E,cross-off,261.0,10.0,1
Little River State Beach,Tuesday-26-10PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Little River State Beach,"['Tuesday', 'November', 26, 2024, '10PM']",1.0,WNW,8.0,114.0,1.0,110,1.0,WNW,8,114.0,1,0.5,W,13,101.0,2,0.3,WNW,20.0,108.0,1,,,,,,NE,cross-off,231.0,10.0,2
Little River State Beach,Tuesday-26-1PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Little River State Beach,"['Tuesday', 'November', 26, 2024, '1PM']",1.0,W,7.0,90.0,1.0,96,1.0,W,7,90.0,2,0.6,NW,8,141.0,0,0.4,WNW,14.0,104.0,1,,,,,,WNW,glass,120.0,5.0,7
Little River State Beach,Tuesday-26-4PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Little River State Beach,"['Tuesday', 'November', 26, 2024, '4PM']",0.9,W,7.0,90.0,0.0,92,0.9,W,7,90.0,2,0.6,NW,8,141.0,0,0.5,W,13.0,101.0,2,,,,,,NNW,cross,168.0,15.0,5
Little River State Beach,Tuesday-26-7PM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Little River State Beach,"['Tuesday', 'November', 26, 2024, '7PM']",0.9,W,7.0,90.0,1.0,89,0.9,W,7,90.0,2,0.7,NW,8,135.0,0,0.5,W,13.0,101.0,2,,,,,,NNE,cross-off,203.0,15.0,3
Little River State Beach,Wednesday-27-10AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Little River State Beach,"['Wednesday', 'November', 27, 2024, '10AM']",0.8,NW,7.0,130.0,1.0,104,0.8,NW,7,130.0,0,0.4,WNW,12,104.0,1,0.4,WNW,18.0,104.0,1,,,,,,NE,cross-off,231.0,5.0,2
Little River State Beach,Wednesday-27-1AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Little River State Beach,"['Wednesday', 'November', 27, 2024, '1AM']",0.9,WNW,8.0,117.0,1.0,88,0.9,WNW,8,117.0,1,0.5,W,12,101.0,2,0.3,WNW,20.0,108.0,1,,,,,,ENE,off,254.0,10.0,1
Little River State Beach,Wednesday-27-4AM,26 November 2024: 7:10PM,Humboldt County,Humboldt County,Little River State Beach,"['Wednesday', 'November', 27, 2024, '4AM']",0.8,WNW,7.0,120.0,1.0,75,0.8,WNW,7,120.0,1,0.5,W,12,101.0,2,0.3,WNW,18.0,108.0,1,,,,,,E,off,263.0,10.0,0
