DocumentID,DatesDocumentID,timestamp,name,County,Name,data,Surf Height: Size,Surf Height: Direction,Surf Height: Period,Surf Height: Angle,Star Rating,Wave Power,Primary -> height,Primary -> letters,Primary -> period,Primary -> angle,Primary -> Points off,Seconday 1 -> height,Seconday 1 -> letters,Seconday 1 -> period,Seconday 1 -> angle,Secondary 1 -> Points off,Seconday 2 -> height,Seconday 2 -> letters,Seconday 2 -> period,Seconday 2 -> angle,Secondary 2 -> Points off,Seconday 3 -> height,Seconday 3 -> letters,Seconday 3 -> period,Seconday 3 -> angle,Secondary 3 -> Points off,Wind Direction (NSEW),Wind Direction (Human Relation),Wind Direction (Angle),Primary Wind Speed,Wind -> Points off
Mad River Beach,Thursday-28-10AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Mad River Beach,"['Thursday', 'November', 28, 2024, '10AM']",0.9,NW,6.0,144.0,1.0,155,0.9,NW,6,144.0,0,0.6,W,15,99.0,2,-0.4,SSW,18.0,27.0,5,,,,,,ENE,glass,254.0,5.0,1
Mad River Beach,Thursday-28-1AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Mad River Beach,"['Thursday', 'November', 28, 2024, '1AM']",1.1,NW,7.0,142.0,1.0,127,1.1,NW,7,142.0,0,0.5,W,16,101.0,2,0.4,WNW,11.0,104.0,1,,,,,,ESE,cross-off,294.0,10.0,1
Mad River Beach,Thursday-28-4AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Mad River Beach,"['Thursday', 'November', 28, 2024, '4AM']",1.0,NW,7.0,143.0,1.0,157,1.0,NW,7,143.0,0,0.6,W,15,99.0,2,-0.4,SSW,18.0,27.0,5,,,,,,ESE,off,286.0,10.0,1
Mad River Beach,Thursday-28-7AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Mad River Beach,"['Thursday', 'November', 28, 2024, '7AM']",0.9,NNW,6.0,148.0,1.0,155,0.9,NNW,6,148.0,1,0.6,W,15,99.0,2,-0.4,SSW,18.0,27.0,5,,,,,,ESE,off,283.0,10.0,1
Mad River Beach,Wednesday-27-10PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Mad River Beach,"['Wednesday', 'November', 27, 2024, '10PM']",1.2,NW,7.0,138.0,1.0,188,1.2,NW,7,138.0,0,0.6,W,16,99.0,2,0.4,WNW,11.0,104.0,1,,,,,,ESE,cross-off,295.0,10.0,1
Mad River Beach,Wednesday-27-1PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Mad River Beach,"['Wednesday', 'November', 27, 2024, '1PM']",0.8,NW,7.0,135.0,0.0,65,0.8,NW,7,135.0,0,0.4,WNW,12,104.0,1,-0.4,SSW,20.0,27.0,5,,,,,,NNW,cross-on,157.0,15.0,5
Mad River Beach,Wednesday-27-4PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Mad River Beach,"['Wednesday', 'November', 27, 2024, '4PM']",1.0,NW,7.0,135.0,0.0,132,1.0,NW,7,135.0,0,0.5,W,16,101.0,2,-0.4,SSW,19.0,27.0,5,,,,,,N,cross,175.0,15.0,4
Mad River Beach,Wednesday-27-7PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Mad River Beach,"['Wednesday', 'November', 27, 2024, '7PM']",1.1,NW,7.0,139.0,1.0,188,1.1,NW,7,139.0,0,0.6,W,16,99.0,2,0.4,WNW,11.0,104.0,1,,,,,,NE,cross-off,218.0,10.0,2
Moonstone Beach,Thursday-28-10AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Moonstone Beach,"['Thursday', 'November', 28, 2024, '10AM']",0.9,NW,6.0,144.0,1.0,155,0.9,NW,6,144.0,0,0.6,W,15,99.0,2,-0.4,SSW,18.0,27.0,5,,,,,,ENE,glass,258.0,5.0,1
Moonstone Beach,Thursday-28-1AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Moonstone Beach,"['Thursday', 'November', 28, 2024, '1AM']",1.1,NW,7.0,142.0,1.0,127,1.1,NW,7,142.0,0,0.5,W,16,101.0,2,0.4,WNW,11.0,104.0,1,,,,,,ESE,off,286.0,10.0,1
Moonstone Beach,Thursday-28-4AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Moonstone Beach,"['Thursday', 'November', 28, 2024, '4AM']",1.0,NW,7.0,143.0,1.0,157,1.0,NW,7,143.0,0,0.6,W,15,99.0,2,-0.4,SSW,18.0,27.0,5,,,,,,E,off,281.0,10.0,0
Moonstone Beach,Thursday-28-7AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Moonstone Beach,"['Thursday', 'November', 28, 2024, '7AM']",0.9,NNW,6.0,148.0,1.0,155,0.9,NNW,6,148.0,1,0.6,W,15,99.0,2,-0.4,SSW,18.0,27.0,5,,,,,,E,off,277.0,10.0,0
Moonstone Beach,Wednesday-27-10PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Moonstone Beach,"['Wednesday', 'November', 27, 2024, '10PM']",1.2,NW,7.0,138.0,1.0,188,1.2,NW,7,138.0,0,0.6,W,16,99.0,2,0.4,WNW,11.0,104.0,1,,,,,,ESE,off,290.0,10.0,1
Moonstone Beach,Wednesday-27-1PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Moonstone Beach,"['Wednesday', 'November', 27, 2024, '1PM']",0.8,NW,7.0,135.0,0.0,65,0.8,NW,7,135.0,0,0.4,WNW,12,104.0,1,-0.4,SSW,20.0,27.0,5,,,,,,NNW,cross-on,153.0,15.0,5
Moonstone Beach,Wednesday-27-4PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Moonstone Beach,"['Wednesday', 'November', 27, 2024, '4PM']",1.0,NW,7.0,135.0,0.0,132,1.0,NW,7,135.0,0,0.5,W,16,101.0,2,-0.4,SSW,19.0,27.0,5,,,,,,N,cross,169.0,15.0,4
Moonstone Beach,Wednesday-27-7PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Moonstone Beach,"['Wednesday', 'November', 27, 2024, '7PM']",1.1,NW,7.0,139.0,1.0,188,1.1,NW,7,139.0,0,0.6,W,16,99.0,2,0.4,WNW,11.0,104.0,1,,,,,,NE,cross-off,215.0,10.0,2
North Jetty at Eureka,Thursday-28-10AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,North Jetty at Eureka,"['Thursday', 'November', 28, 2024, '10AM']",0.9,NNW,6.0,148.0,1.0,167,0.9,NNW,6,148.0,1,0.6,WNW,15,108.0,1,-0.8,SSW,18.0,14.0,5,,,,,,ENE,glass,252.0,5.0,3
North Jetty at Eureka,Thursday-28-1AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,North Jetty at Eureka,"['Thursday', 'November', 28, 2024, '1AM']",1.3,NNW,7.0,151.0,1.0,142,1.3,NNW,7,151.0,1,0.5,WNW,16,112.0,1,-0.6,S,18.0,9.0,6,,,,,,SE,off,309.0,10.0,0
North Jetty at Eureka,Thursday-28-4AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,North Jetty at Eureka,"['Thursday', 'November', 28, 2024, '4AM']",1.2,NNW,7.0,149.0,1.0,169,1.2,NNW,7,149.0,1,0.6,WNW,15,108.0,1,-0.8,SSW,18.0,14.0,5,,,,,,ESE,off,297.0,10.0,1
North Jetty at Eureka,Thursday-28-7AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,North Jetty at Eureka,"['Thursday', 'November', 28, 2024, '7AM']",1.0,NNW,6.0,151.0,2.0,222,1.0,NNW,6,151.0,1,0.7,WNW,15,106.0,1,-0.8,SSW,18.0,14.0,5,,,,,,ESE,off,299.0,10.0,1
North Jetty at Eureka,Wednesday-27-10PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,North Jetty at Eureka,"['Wednesday', 'November', 27, 2024, '10PM']",1.4,NW,7.0,146.0,2.0,203,1.4,NW,7,146.0,0,0.6,WNW,16,108.0,1,-0.6,S,19.0,9.0,6,,,,,,ESE,off,301.0,5.0,1
North Jetty at Eureka,Wednesday-27-1PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,North Jetty at Eureka,"['Wednesday', 'November', 27, 2024, '1PM']",1.0,NW,7.0,135.0,0.0,89,1.0,NW,7,135.0,0,0.4,WNW,12,104.0,1,-0.8,SSW,20.0,14.0,5,,,,,,NNW,cross-on,166.0,15.0,7
North Jetty at Eureka,Wednesday-27-4PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,North Jetty at Eureka,"['Wednesday', 'November', 27, 2024, '4PM']",1.1,NW,7.0,142.0,0.0,147,1.1,NW,7,142.0,0,0.5,WNW,16,112.0,1,-0.8,SSW,19.0,14.0,5,,,,,,N,cross-on,191.0,15.0,6
North Jetty at Eureka,Wednesday-27-7PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,North Jetty at Eureka,"['Wednesday', 'November', 27, 2024, '7PM']",1.3,NW,7.0,141.0,1.0,269,1.3,NW,7,141.0,0,0.7,WNW,16,106.0,1,-0.7,SSW,19.0,16.0,5,,,,,,NE,cross,229.0,10.0,4
Redwood Creek,Thursday-28-10AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Redwood Creek,"['Thursday', 'November', 28, 2024, '10AM']",0.7,NW,6.0,146.0,1.0,155,0.7,NW,6,146.0,2,0.6,W,15,99.0,0,0.4,SSW,18.0,27.0,3,,,,,,E,glass,273.0,5.0,1
Redwood Creek,Thursday-28-1AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Redwood Creek,"['Thursday', 'November', 28, 2024, '1AM']",1.1,NW,7.0,139.0,1.0,127,1.1,NW,7,139.0,2,0.5,W,16,101.0,0,0.4,WNW,11.0,104.0,1,,,,,,ESE,off,283.0,10.0,0
Redwood Creek,Thursday-28-4AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Redwood Creek,"['Thursday', 'November', 28, 2024, '4AM']",0.9,NW,6.0,139.0,1.0,157,0.9,NW,6,139.0,2,0.6,W,15,99.0,0,0.4,SSW,18.0,27.0,3,,,,,,E,off,276.0,10.0,1
Redwood Creek,Thursday-28-7AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Redwood Creek,"['Thursday', 'November', 28, 2024, '7AM']",0.9,NW,6.0,144.0,1.0,155,0.9,NW,6,144.0,2,0.6,W,15,99.0,0,0.5,SW,18.0,37.0,2,,,,,,E,off,273.0,10.0,1
Redwood Creek,Wednesday-27-10PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Redwood Creek,"['Wednesday', 'November', 27, 2024, '10PM']",1.2,NW,7.0,138.0,1.0,132,1.2,NW,7,138.0,2,0.5,W,16,101.0,0,0.4,WNW,11.0,104.0,1,,,,,,ESE,off,293.0,10.0,0
Redwood Creek,Wednesday-27-1PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Redwood Creek,"['Wednesday', 'November', 27, 2024, '1PM']",0.9,NW,7.0,131.0,0.0,149,0.9,NW,7,131.0,2,0.4,WNW,12,104.0,1,0.4,SSW,20.0,27.0,3,,,,,,NNW,cross-on,155.0,10.0,6
Redwood Creek,Wednesday-27-4PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Redwood Creek,"['Wednesday', 'November', 27, 2024, '4PM']",1.0,NW,7.0,135.0,0.0,148,1.0,NW,7,135.0,2,0.5,W,16,101.0,0,0.4,SSW,19.0,27.0,3,,,,,,N,cross-on,174.0,10.0,5
Redwood Creek,Wednesday-27-7PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Redwood Creek,"['Wednesday', 'November', 27, 2024, '7PM']",1.1,NW,7.0,135.0,1.0,188,1.1,NW,7,135.0,2,0.6,W,16,99.0,0,0.4,WNW,11.0,104.0,1,,,,,,NE,cross-off,218.0,10.0,3
South Jetty Table Bluff,Thursday-28-10AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,South Jetty Table Bluff,"['Thursday', 'November', 28, 2024, '10AM']",0.9,NNW,6.0,148.0,2.0,418,0.9,NNW,6,148.0,3,0.8,SSW,18,14.0,3,0.6,WNW,15.0,108.0,1,,,,,,ENE,glass,252.0,5.0,3
South Jetty Table Bluff,Thursday-28-1AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,South Jetty Table Bluff,"['Thursday', 'November', 28, 2024, '1AM']",1.3,NNW,7.0,151.0,2.0,230,1.3,NNW,7,151.0,3,0.6,S,18,9.0,4,0.5,WNW,16.0,112.0,1,,,,,,SE,off,309.0,10.0,0
South Jetty Table Bluff,Thursday-28-4AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,South Jetty Table Bluff,"['Thursday', 'November', 28, 2024, '4AM']",1.2,NNW,7.0,149.0,2.0,418,1.2,NNW,7,149.0,3,0.8,SSW,18,14.0,3,0.6,WNW,15.0,108.0,1,,,,,,ESE,off,297.0,10.0,1
South Jetty Table Bluff,Thursday-28-7AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,South Jetty Table Bluff,"['Thursday', 'November', 28, 2024, '7AM']",1.0,NNW,6.0,151.0,2.0,418,1.0,NNW,6,151.0,3,0.8,SSW,18,14.0,3,0.7,WNW,15.0,106.0,1,,,,,,ESE,off,299.0,10.0,1
South Jetty Table Bluff,Wednesday-27-10PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,South Jetty Table Bluff,"['Wednesday', 'November', 27, 2024, '10PM']",1.4,NW,7.0,146.0,2.0,259,1.4,NW,7,146.0,2,0.6,WNW,16,108.0,1,0.6,S,19.0,9.0,4,,,,,,ESE,off,301.0,5.0,1
South Jetty Table Bluff,Wednesday-27-1PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,South Jetty Table Bluff,"['Wednesday', 'November', 27, 2024, '1PM']",1.0,NW,7.0,135.0,1.0,507,1.0,NW,7,135.0,2,0.8,SSW,20,14.0,3,0.4,WNW,12.0,104.0,1,,,,,,NNW,cross-on,166.0,15.0,7
South Jetty Table Bluff,Wednesday-27-4PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,South Jetty Table Bluff,"['Wednesday', 'November', 27, 2024, '4PM']",1.1,NW,7.0,142.0,1.0,502,1.1,NW,7,142.0,2,0.8,SSW,19,14.0,3,0.5,WNW,16.0,112.0,1,,,,,,N,cross-on,191.0,15.0,6
South Jetty Table Bluff,Wednesday-27-7PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,South Jetty Table Bluff,"['Wednesday', 'November', 27, 2024, '7PM']",1.3,NW,7.0,141.0,1.0,391,1.3,NW,7,141.0,2,0.7,WNW,16,106.0,1,0.7,SSW,19.0,16.0,3,,,,,,NE,cross,229.0,10.0,4
Stone Lagoon,Thursday-28-10AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Stone Lagoon,"['Thursday', 'November', 28, 2024, '10AM']",0.7,NW,6.0,146.0,1.0,155,0.7,NW,6,146.0,2,0.6,W,15,99.0,0,0.4,SSW,18.0,27.0,3,,,,,,E,glass,273.0,5.0,1
Stone Lagoon,Thursday-28-1AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Stone Lagoon,"['Thursday', 'November', 28, 2024, '1AM']",1.1,NW,7.0,139.0,1.0,127,1.1,NW,7,139.0,2,0.5,W,16,101.0,0,0.4,WNW,11.0,104.0,1,,,,,,ESE,off,283.0,10.0,0
Stone Lagoon,Thursday-28-4AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Stone Lagoon,"['Thursday', 'November', 28, 2024, '4AM']",0.9,NW,6.0,139.0,1.0,157,0.9,NW,6,139.0,2,0.6,W,15,99.0,0,0.4,SSW,18.0,27.0,3,,,,,,E,off,276.0,10.0,1
Stone Lagoon,Thursday-28-7AM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Stone Lagoon,"['Thursday', 'November', 28, 2024, '7AM']",0.9,NW,6.0,144.0,1.0,155,0.9,NW,6,144.0,2,0.6,W,15,99.0,0,0.5,SW,18.0,37.0,2,,,,,,E,off,273.0,10.0,1
Stone Lagoon,Wednesday-27-10PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Stone Lagoon,"['Wednesday', 'November', 27, 2024, '10PM']",1.2,NW,7.0,138.0,1.0,132,1.2,NW,7,138.0,2,0.5,W,16,101.0,0,0.4,WNW,11.0,104.0,1,,,,,,ESE,off,293.0,10.0,0
Stone Lagoon,Wednesday-27-1PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Stone Lagoon,"['Wednesday', 'November', 27, 2024, '1PM']",0.9,NW,7.0,131.0,0.0,149,0.9,NW,7,131.0,2,0.4,WNW,12,104.0,1,0.4,SSW,20.0,27.0,3,,,,,,NNW,cross-on,155.0,10.0,6
Stone Lagoon,Wednesday-27-4PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Stone Lagoon,"['Wednesday', 'November', 27, 2024, '4PM']",1.0,NW,7.0,135.0,0.0,148,1.0,NW,7,135.0,2,0.5,W,16,101.0,0,0.4,SSW,19.0,27.0,3,,,,,,N,cross-on,174.0,10.0,5
Stone Lagoon,Wednesday-27-7PM,27 November 2024: 5:33PM,Humboldt County,Humboldt County,Stone Lagoon,"['Wednesday', 'November', 27, 2024, '7PM']",1.1,NW,7.0,135.0,1.0,188,1.1,NW,7,135.0,2,0.6,W,16,99.0,0,0.4,WNW,11.0,104.0,1,,,,,,NE,cross-off,218.0,10.0,3
Ballona Creek and Jetty,Thursday-28-10AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Thursday', 'November', 28, 2024, '10AM']",0.7,S,16.0,8.0,2.0,254,0.7,S,16,8.0,3,0.4,WSW,6,76.0,0,0.2,S,11.0,-0.0,3,,,,,,N,cross-off,186.0,10.0,2
Ballona Creek and Jetty,Thursday-28-1AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Thursday', 'November', 28, 2024, '1AM']",0.6,S,17.0,9.0,2.0,220,0.6,S,17,9.0,3,0.4,WSW,6,76.0,0,0.2,SSW,11.0,27.0,2,,,,,,NNW,glass,153.0,5.0,3
Ballona Creek and Jetty,Thursday-28-4AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Thursday', 'November', 28, 2024, '4AM']",0.6,S,16.0,9.0,1.0,198,0.6,S,16,9.0,3,0.4,WSW,6,76.0,0,0.2,SSW,14.0,27.0,2,,,,,,N,cross-off,171.0,5.0,2
Ballona Creek and Jetty,Thursday-28-7AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Thursday', 'November', 28, 2024, '7AM']",0.6,S,16.0,9.0,1.0,188,0.6,S,16,9.0,3,0.4,WSW,6,76.0,0,0.2,S,11.0,-0.0,3,,,,,,N,cross-off,181.0,10.0,2
Ballona Creek and Jetty,Wednesday-27-10PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Wednesday', 'November', 27, 2024, '10PM']",0.6,S,18.0,9.0,2.0,225,0.6,S,18,9.0,3,0.4,WSW,6,76.0,0,0.2,S,11.0,-0.0,3,,,,,,SW,glass,45.0,0.0,8
Ballona Creek and Jetty,Wednesday-27-1PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Wednesday', 'November', 27, 2024, '1PM']",0.6,S,18.0,9.0,0.0,227,0.6,S,18,9.0,3,0.3,WSW,6,72.0,0,0.2,SSW,11.0,27.0,2,,,,,,SW,on,50.0,15.0,8
Ballona Creek and Jetty,Wednesday-27-4PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Wednesday', 'November', 27, 2024, '4PM']",0.7,S,18.0,8.0,0.0,307,0.7,S,18,8.0,3,0.4,WSW,6,76.0,0,0.2,S,11.0,-0.0,3,0.1,SW,13.0,45.0,1,SW,on,55.0,10.0,8
Ballona Creek and Jetty,Wednesday-27-7PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Wednesday', 'November', 27, 2024, '7PM']",0.7,S,18.0,8.0,2.0,307,0.7,S,18,8.0,3,0.4,WSW,6,76.0,0,0.2,S,11.0,-0.0,3,,,,,,WSW,glass,75.0,5.0,7
Bay Street,Thursday-28-10AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Bay Street,"['Thursday', 'November', 28, 2024, '10AM']",0.7,S,16.0,8.0,2.0,254,0.7,S,16,8.0,3,0.4,WSW,6,76.0,0,0.2,S,11.0,-0.0,3,,,,,,N,cross-off,184.0,10.0,2
Bay Street,Thursday-28-1AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Bay Street,"['Thursday', 'November', 28, 2024, '1AM']",0.6,S,17.0,9.0,2.0,220,0.6,S,17,9.0,3,0.4,WSW,6,76.0,0,0.2,SSW,11.0,27.0,2,,,,,,NNW,glass,167.0,5.0,3
Bay Street,Thursday-28-4AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Bay Street,"['Thursday', 'November', 28, 2024, '4AM']",0.6,S,16.0,9.0,1.0,198,0.6,S,16,9.0,3,0.4,WSW,6,76.0,0,0.2,SSW,14.0,27.0,2,,,,,,N,cross-off,172.0,10.0,2
Bay Street,Thursday-28-7AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Bay Street,"['Thursday', 'November', 28, 2024, '7AM']",0.6,S,16.0,9.0,1.0,188,0.6,S,16,9.0,3,0.4,WSW,6,76.0,0,0.2,S,11.0,-0.0,3,,,,,,N,cross-off,178.0,15.0,2
Bay Street,Wednesday-27-10PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Bay Street,"['Wednesday', 'November', 27, 2024, '10PM']",0.6,S,18.0,9.0,2.0,225,0.6,S,18,9.0,3,0.4,WSW,6,76.0,0,0.2,S,11.0,-0.0,3,,,,,,S,glass,357.0,0.0,6
Bay Street,Wednesday-27-1PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Bay Street,"['Wednesday', 'November', 27, 2024, '1PM']",0.6,S,18.0,9.0,0.0,227,0.6,S,18,9.0,3,0.3,WSW,6,72.0,0,0.2,SSW,11.0,27.0,2,,,,,,SW,on,40.0,15.0,8
Bay Street,Wednesday-27-4PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Bay Street,"['Wednesday', 'November', 27, 2024, '4PM']",0.7,S,18.0,8.0,1.0,307,0.7,S,18,8.0,3,0.4,WSW,6,76.0,0,0.2,S,11.0,-0.0,3,0.1,SW,13.0,45.0,1,SW,on,45.0,10.0,8
Bay Street,Wednesday-27-7PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Bay Street,"['Wednesday', 'November', 27, 2024, '7PM']",0.7,S,18.0,8.0,2.0,307,0.7,S,18,8.0,3,0.4,WSW,6,76.0,0,0.2,S,11.0,-0.0,3,,,,,,WSW,glass,61.0,5.0,7
Burnout,Thursday-28-10AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Burnout,"['Thursday', 'November', 28, 2024, '10AM']",0.7,S,16.0,8.0,2.0,254,0.7,S,16,8.0,4,0.4,WSW,6,76.0,1,0.2,S,11.0,-0.0,4,,,,,,NNE,cross-off,197.0,10.0,3
Burnout,Thursday-28-1AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Burnout,"['Thursday', 'November', 28, 2024, '1AM']",0.6,S,17.0,9.0,2.0,220,0.6,S,17,9.0,4,0.4,WSW,6,76.0,1,0.2,SSW,11.0,27.0,3,,,,,,NW,glass,131.0,5.0,6
Burnout,Thursday-28-4AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Burnout,"['Thursday', 'November', 28, 2024, '4AM']",0.6,S,16.0,9.0,1.0,198,0.6,S,16,9.0,4,0.4,WSW,6,76.0,1,0.2,SSW,14.0,27.0,3,,,,,,NNW,glass,167.0,5.0,5
Burnout,Thursday-28-7AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Burnout,"['Thursday', 'November', 28, 2024, '7AM']",0.6,S,16.0,9.0,0.0,188,0.6,S,16,9.0,4,0.4,WSW,6,76.0,1,0.2,S,11.0,-0.0,4,,,,,,N,cross,188.0,10.0,4
Burnout,Wednesday-27-10PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Burnout,"['Wednesday', 'November', 27, 2024, '10PM']",0.6,S,18.0,9.0,2.0,225,0.6,S,18,9.0,4,0.4,WSW,6,76.0,1,0.2,S,11.0,-0.0,4,,,,,,W,glass,98.0,5.0,8
Burnout,Wednesday-27-1PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Burnout,"['Wednesday', 'November', 27, 2024, '1PM']",0.6,S,18.0,9.0,0.0,227,0.6,S,18,9.0,4,0.3,WSW,6,72.0,1,0.2,SSW,11.0,27.0,3,,,,,,WSW,on,74.0,10.0,7
Burnout,Wednesday-27-4PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Burnout,"['Wednesday', 'November', 27, 2024, '4PM']",0.7,S,18.0,8.0,0.0,307,0.7,S,18,8.0,4,0.4,WSW,6,76.0,1,0.2,S,11.0,-0.0,4,0.1,SW,13.0,45.0,2,WSW,on,75.0,10.0,7
Burnout,Wednesday-27-7PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Burnout,"['Wednesday', 'November', 27, 2024, '7PM']",0.7,S,18.0,8.0,1.0,307,0.7,S,18,8.0,4,0.4,WSW,6,76.0,1,0.2,S,11.0,-0.0,4,,,,,,W,on,91.0,10.0,8
D and W,Thursday-28-10AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,D and W,"['Thursday', 'November', 28, 2024, '10AM']",0.4,W,6.0,90.0,0.0,13,0.4,W,6,90.0,2,-0.3,S,11,-0.0,6,-0.9,S,16.0,6.0,6,,,,,,N,cross-off,186.0,10.0,2
D and W,Thursday-28-1AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,D and W,"['Thursday', 'November', 28, 2024, '1AM']",0.4,WSW,6.0,76.0,0.0,13,0.4,WSW,6,76.0,3,-0.3,S,11,-0.0,6,-0.9,S,17.0,6.0,6,,,,,,NNW,glass,153.0,5.0,3
D and W,Thursday-28-4AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,D and W,"['Thursday', 'November', 28, 2024, '4AM']",0.4,WSW,6.0,76.0,0.0,13,0.4,WSW,6,76.0,3,-0.3,S,11,-0.0,6,-0.9,S,16.0,6.0,6,,,,,,N,cross-off,171.0,5.0,2
D and W,Thursday-28-7AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,D and W,"['Thursday', 'November', 28, 2024, '7AM']",0.4,WSW,6.0,76.0,0.0,13,0.4,WSW,6,76.0,3,-0.3,S,11,-0.0,6,-0.9,S,16.0,6.0,6,,,,,,N,cross-off,181.0,10.0,2
D and W,Wednesday-27-10PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,D and W,"['Wednesday', 'November', 27, 2024, '10PM']",0.5,W,6.0,90.0,0.0,19,0.5,W,6,90.0,2,0.4,WSW,6,76.0,3,-0.3,S,11.0,-0.0,6,-0.9,S,18.0,6.0,6,SW,glass,45.0,0.0,8
D and W,Wednesday-27-1PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,D and W,"['Wednesday', 'November', 27, 2024, '1PM']",0.4,WSW,6.0,76.0,0.0,14,0.4,WSW,6,76.0,3,0.2,W,13,90.0,2,-1.0,S,18.0,6.0,6,,,,,,SW,on,50.0,15.0,8
